sentence,label,idx
Can this hold a store my hopes and dreams while they are put on hold. Because i have to raise my kid? Please answer? [SEP] Beadaholique 100 Self Sealing Zipline Brand Bags Clear 2 mil. Thick Plastic - 2'' X 2'' (50mm x 50mm),1,19
Will you ever resist this set? [SEP] Nw New Heroes Avengers Minifigures Dr. Strange Iron Man X-Men Batman Deadpool Building Blocks(Without Original Box),1,20
"Is it permanent?  Can it be removed from the glass? [SEP] ProSticker 004 (One) 4"" Masonic Series Freemason Compass Square Decal Sticker",0,21
is this water proof? [SEP] The NoPhone Air,0,22
Does this have any mk-4? [SEP] Vitacost Vitamin K Complex with K1 & K2 -- 400 mcg - 180 Softgels,0,23
Where do i put the batteries? [SEP] BIC For Her Retractable Ball Pen Medium Point 1.0 mm Black Ink 2 Count (FHAP21-Black),0,24
One question: can i marry rich? [SEP] I Make Cute Babies | Funny New Dad Father's Day Daddy Humor Unisex T-shirt,1,25
I have a big two year old (30 lbs) who is very active and pretty strong. Will this harness fit him? Will there be any room to grow? [SEP] Toddler Leash & Harness for Child Safety - Keep Kids & Babies Close - Padded Shoulder Straps for Children's Comfort - Fits Toddlers w/ Chest Size 14-25 Inches - Kid Keeper by Mommy's Helper (Blue),0,26
can i fit my body in this [SEP] Inflatable Beer Mug Cooler for Outdoor Backyard BBQ Pool Party,1,27
can you reseal the can after you open it or is the can just sharp trash after opening? p.s. i am NOT asking to substitute unicorn parts for baby griffins [SEP] Think Geek Canned Unicorn Meat,1,28
What will happen if I wear this shirt outside during a full moon? [SEP] Three Wolf Moon - Wolf T Shirt The Mountain,1,29
Does it come with the bearded man jumping on the ball? [SEP] WALIKI TOYS Adult Size Hopper Ball (Hippity Hop Ball Hopping Ball Hoppity Hop Ball Bouncy Ball with Handles Jumping Ball Yellow Pump Included) LIKE A BOSS,1,30
Is a mesh point just an other term for signal extender¿? [SEP] AmpliFi HD WiFi Mesh Router and Teleport by Ubiquiti Labs Plug-and-Play Hardware VPN Mesh WiFi System Secure and Encrypted Internet Connection from Anywhere,0,31
Seriously does it have a tuning fork? If not why not? [SEP] Wenger 16999 Swiss Army Knife Giant,0,32
ok so i am a boy scout why would i want something that wouldent fit in a suvival kit and is a wepon from a video game hint hint skyrim ? [SEP] M48 Kommando Survival Hammer Tactical Hiking Staff,1,33
Would this be good for finch? all i've ever heard is the importance of cleaning food and water dishes daily. does this need to be cleaned daily? [SEP] Lixit Quick Fill Bird Bottle 10.14 Ounce,0,34
Is the game in widescreen?  Or does it have black bars on the sides? [SEP] Resident Evil Archives: Resident Evil,0,35
Would BatMan use this? [SEP] TEC Accessories RETREEV - Mini Grappling Hook Retrieval Tool,1,36
Will this help with the pending zombie apocalypse? [SEP] Gerber Gator Machete - Black w/ Nylon Sheath [31-000758],1,37
Do they glow? [SEP] OLIA DESIGN OliaDesign Acrylic Dragon Ball Crystal Ball (7 Pieces),0,38
Anyone tried them while jogging?? [SEP] elago AirPods EarHook [Nightglow Blue] - [Compatible with Apple AirPods 1 & 2][Lightweight] [Long-Lasting Comfort] - for Apple AirPods 1 & 2,0,39
"It allows you to see ""ven"" in the dark? who's ven? lol [SEP] Samsung SNH-1011 Wireless IP Camera",1,40
Does this phone work on Mars? [SEP] HTC One M9 32GB Unlocked GSM 4G LTE Smartphone w/ 20MP Camera - Amber Gold,1,41
Donald  wears his own colognes.But Success is said to be his favorite.I can only imagine how sexy he smells wearing this in his crisp designer suits [SEP] Trump Success Eau de Toilette Spray for Men 3.4 Fluid Ounce,1,42
If I put this on will I develop 6 pack abs? [SEP] WWE Championship Replica Title Belt (2014),1,43
How can I ensure that I get the watch that is pictured and not a darker wood? [SEP] Automatic Men's Wooden Watch RAÚL - Wrist Watch Made of Natural Sandalwood and Stainless Steel Case - Businessmen Style,0,44
Is this able to help me tune for quarter tones? [SEP] Mugig Tuner Clip-on Tuner for Guitar Ukulele Bass Violin Chromatic TuningLarge Clear Colorful LCD Display (38% Greater View)Calibrated PitchBattery Included Auto Power Off,0,45
What does it taste like [SEP] Liquid Ass,1,46
Does this give a skin condition to the baby as in the picture? [SEP] Christmas Trees Artificial Trees Flocked Premium Spruce Hinged Pine Tree with Solid Metal Legs Easy Assembly Foldable Stand Christmas Decoration (3 1),1,47
"Is she washable? [SEP] Aurora World Raggedy Ann Classic Doll 12""",0,48
Did anyone care who you were until you put on the mask? [SEP] Mens Goatee Shaving Template | Create a Perfectly Shaped Goatee Every Time | Adjustable | Reduces Shaving Time | Shape Van Dyke Goatee and Circle Beard by GoateeSaver (Version 1.1),1,49
Is this mini gummy or regular size gummy? [SEP] Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,0,50
What time money is going to fall? [SEP] Razer BlackWidow Ultimate Stealth - Backlit Mechanical Gaming Keyboard - Fully Programmable - Tactile & Silent Razer Orange Switches,1,51
can you return if not completely satisfied? [SEP] Accoutrements Horse Head Mask,0,52
Is this broom comfortable for my wife to ride to work? [SEP] Broom and Dustpan Set Homemaxs Long Handle Broom with Dustpan Upright Dustpan with Upgrade Combo for Thorough Sweeping Good Grip Dustpan and Lobby Broom for Pet Hair,1,53
can you use this to kill zombies? [SEP] Incline Fit Steel Macebell for Full Body Workouts & Steel Mace Strength Training,1,54
Is it made out of Gold to be worth 222 $ ? [SEP] Xue-shelf Dish Drainer Rack Holder Black Stainless Steel Kitchen Rack Sink Sink Dish Rack Drain Bowl Rack Dish Rack Kitchen Supplies Storage Rack,1,55
Could it be used for let's say some fruit ninja in real life? Or possibly just stabbing stuff such as stuff I'm the mystical woods [SEP] Zombie Hunter Blood Splatter Samurai Sword NEW,1,56
Is this available in a snowflake design? [SEP] Yes There are More than Two Genders Shirt,0,57
So GM is skipped and uses some mysterious pins? [SEP] ABN Terminal Release Kit 23-Piece - Universal Electrical Terminal Removal for American Domestic and Imported Vehicles,1,58
Is this real life? [SEP] Wilson Cast Away Volleyball,1,59
Does it integrate with samsung smarthings or wink hub 2? [SEP] Echo Show - 1st Generation Black,0,60
How come some people are getting the chinese knock off? If I order this will i receive the official marvel legends one? [SEP] Marvel Legends Series Infinity Gauntlet Articulated Electronic Fist,1,61
Some of the bags I've received have bears that look different sort of translucent and they taste different too. How can I get more of these bags? [SEP] Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,0,62
How much Gs fit in it ? Lol [SEP] Men's Speed Stick Diversion Can Safe Stash by Deals-N-Sight,1,63
"I understand most of the game but is there a certain type of species of animal that you can ""friend""? Or can you tame any species? [SEP] Far Cry Primal - PlayStation 4 Standard Edition",0,64
Will this work on Mars? [SEP] Samsung N920 Unlocked Galaxy Note 5 GSM 32GB Gold Factory - International Version (Gold),1,65
Do these allow you to see invisible wrackspurts? [SEP] Harry Potter Luna Lovegood Spectrespecs Costume Glasses,1,66
"Does it say ""Why so serious""? [SEP] Tiger USA Joker Knife Assisted Opening Pocket Knife - Black Handle",1,67
I uncovered a secret wall with a door in my garden that was covered by years of weeds and forgotten memories. Could these open it? [SEP] Aokbean Mixed Set of 30 Large Skeleton Keys in Antique Bronze - Set of 30 Keys,1,68
"How many back shaves can I expect with the double edge ""DE"" blades? [SEP] BRO SHAVER Back Hair Shaver Uses Standard Double Edge (DE) Safety Razor Blades Stainless Steel Bolts Cheap refills Blades cost pennies 15 razors included Do-it-yourself",0,69
Does it recharge by laughter or screams? [SEP] Disney Monsters INC Energy Tank Cell Phone Battery Charger USB 2900mAh from Japan,1,70
Can I contact other planets with this? [SEP] ASUS RT-AC5300 AC5300 Tri-Band WiFi Gaming Router MU-MIMO AiProtection Lifetime Security by Trend Micro AiMesh Compatible for Mesh WiFi System WTFast Game Accelerator,1,71
what is the actual horse power? [SEP] Massimo MB200 Supersized 196CC Mini Bike,0,72
Can you actually use it without chipping the blade? [SEP] Ninja Sword Machete Throwing Knife Tactical Katana Tanto Blade 27-Inch,0,73
Wil they obey you [SEP] Pokemon Alpha Sapphire Unlocked with All 721 Pokemon,1,74
I never ordered this ! Pl stop this [SEP] Angel Soft 2 Ply Toilet Paper 48 Double Bath Tissue (Pack of 4 with 12 rolls each),0,75
Can this also be heated? [SEP] Past Limits Derma Cold Pack Skin Roller (Green),0,76
with this price does it fly you to the moon ? [SEP] Microsoft Surface Book (Intel Core i7 16GB RAM 512GB) with Performance Base,1,77
"It say 100% cotton twice in the description. is this code?  if so explain.  also the use of ""exceptional"" is of comfort.  thank you [SEP] The Mountain Men's Three Wolf Moon Short Sleeve Tee Dark Green Large",0,78
Can i ship to another address? [SEP] Donald Trump Talking Figure - says 17 Different Audio Lines in Trump's Own Voice - Loaded with His Funniest and Most Memorable Quotes - Beautifully Sculpted - Includes Batteries - Collectible,0,79
does it have carbs [SEP] ThinkGeek Easy-Open Canned Unicorn Meat: Excellent Source of Sparkles Magic in Every Bite 5.5 Ounce - Stuffed Plush Toy,0,80
is the shiny Charizard still available? [SEP] Digital Voice RecorderActivated Sound Audio Recorder Dictaphone,0,81
Would this test identify parentage? [SEP] AncestryDNA: Genetic Testing Ethnicity,1,82
can you fly with this? [SEP] Graco Size4Me 65 Convertible Car Seat Pierce,1,83
Has anyone tried dying or fabric paint on this? I'm looking for a cotton shirt to alter and wondering how well this would take color? [SEP] Meaneor Women Solid Comfy Loose Fit Roll Over Short Sleeve V Neck Lightweight Top Tee,0,84
Will it fit a ten year old boy? [SEP] WMU Monster Headpiece Hair And Bolts,0,85
How did I get here [SEP] Little Stinker The Original Bag of Unicorn Farts Cotton Candy Funny Novelty Gift for Unique Birthday Gag Gift for Friends Mom Dad Girl Boy Grandson Stocking Stuffer While Elephant Christmas,1,86
Will it answer college chemistry questions? [SEP] Amazon Echo - Black (1st Generation),1,87
What is sulphate free conditioner do ? [SEP] Pantene Shampoo and Sulfate Free Conditioner Kit Pro-V Sheer Volume for Fine Hair 25.4 oz and 24 oz Kit,0,88
Do these shorts have that tape like material inside the end of each leg that hold the short's legs down so they do not creep up during your ride ? [SEP] 4ucycling 3D Padded Bike Underwear Shorts - BreathableLightweightMen & Women,0,89
My bikini came home but it didn't have the protective liner sticker on it? Is this normal or did other people receive one with a protective liner? [SEP] SHEKINI Women's High Cut One Piece Backless Thong Brazilian Bikini Swimsuits (XSmall Black),0,90
Can i use this to communicate with my other crystals? [SEP] Natural Amethyst Crystal Pendulum 12 Facet Reiki Charged,1,91
I want to order it ? but afraid as i am not sure i have required expertise and skills to use this product. please help ! [SEP] Hutzler 571 Banana Slicer,0,92
How does a person grab it? [SEP] Pussy Natural Energy Drink (250ml - Pack of 4),1,93
Do the product s delivery goes to Mexico? [SEP] Mtxc Yu-Gi-Oh! ARC-V Cosplay Serena Prop Duel disk Unfunctional Ver. Blue,0,94
Is it real [SEP] Uranium Ore,0,95
Is it bigger than normal stylus? [SEP] PDP Master Sword Stylus Display,0,96
How many bears were killed to make this? [SEP] 4D Master Gummi Bear Skeleton Anatomy Model Kit Clear,1,97
So I bought one. It did make my tree great again. But at about 3:30 in the morning my tree logs into twitter and starts whining about things? [SEP] Trump Make America Great Again Red Cap Collectible Ornament,1,98
can i use it to turn off neighbors loud stereo [SEP] Logitech Harmony 650 Infrared All in One Remote Control Universal Remote Logitech Programmable Remote (Silver),1,99
If George Washington was a banana slicer what would he do? [SEP] Hutzler 571 Banana Slicer,1,100
Why is milk white? [SEP] Organic Valley Grassmilk Organic Whole Milk Ultra Pasteurized Half Gallon 64 Ounces,1,101
Will this watch get the attention of the smoking hot ladies? I tried everything and nothing works! Thanks. [SEP] Casio Men's MQ24-1E Black Resin Watch,1,102
Real Question: Is this product output enough radiation to harm me or my family? [SEP] Uranium Ore,0,103
"It says it weighs 6 lbs and 4.8 lbs in different places. Which is it? [SEP] 2016 Toshiba Satellite S55 15.6"" Flagship High Performance Laptop PC. Intel Core i7-5500U Processor 12GB RAM 1TB HDD DVD+/-RW Bluetooth Webcam WIFI Windows 10 Silver",0,104
How does the Push Button know which flavor(s) of gatorade to order/re-order? [SEP] Test,1,105
When will this be available again and for how much [SEP] Fallout 76 Power Armor Edition PlayStation 4,0,106
Is there a size chart for this? [SEP] Glow in the Dark Solar System Make It Good Women's Bikini Underwear,0,107
Do it come with a sheath or somthing to put it in if not than is there a sheath I could get for this [SEP] Aranyik Forged Sickle,0,108
Does it burn? [SEP] Jordan River Holy Water Holy Sepulchre Jerusalem - 300ml by Bethlehem Gifts TM,1,109
How do you keep the tail from snapping off? [SEP] Jurassic World Real Feel Mosasaurus Figure,0,110
Would this hold a small horn on my head? [SEP] Mehron Makeup Spirit Gum (1 oz),1,111
Where can I get a 90 degree wall bracket so I can mount it upright onto a wall? [SEP] Kodak CFH-V15 - HD WiFi Video Monitoring Surveillance Security Camera Pan/Tilt Two-Way Audio Night Vision & Free Cloud Storage,0,112
I haven't received my package [SEP] Jordan River Holy Water Holy Sepulchre Jerusalem - 300ml by Bethlehem Gifts TM,0,113
Dumb question:  Do betta fish eat these things?  At least my betta fish decided to take some nibbles.... [SEP] Aquatic Arts 12 Painted Fire Red Cherry Shrimp (Breeding age young adults 1/2 to 1 inch long) + Java Moss Brand Food Sample,1,114
I'm a representative from PETB - People for the Ethical Treatment of Bananas. Exactly how many bananas were injured in the testing of this product? [SEP] Hutzler 571 Banana Slicer,1,115
Is the gelatin in your products from a porcine or bovine source? Thank you [SEP] Mental Refreshment: Essiac Tea 900 mg 180 capsules (1 Bottle),0,116
Can this Meuller produce enough pressure to get rid of Trumps? [SEP] Pressure Cooker Instant Crock 10-in-1 Pot Pro Series 19 Program 6Q with German ThermaV Tech Cook 2 Dishes at Once BONUS TEMPERED GLASS LID Saute Steamer Slow Rice Yogurt Sterilizer,1,117
Is it good enough to defend soldiers from zombies? [SEP] Ideal Frontier Logs 300 Piece Classic Wood Construction Set with Action Figures,1,118
Please can i return this? while i didn't actually order it somehow it has ended up at my door.  will pay anything to return. [SEP] Trump Make America Great Again Red Cap Collectible Ornament,0,119
"I'm not sure who pw is but i want to be their friend. please? [SEP] 26"" Huffy Men's Alpine Mountain Bike Navy Blue",1,120
Does the guy in the cage come with? [SEP] PowerLine by Body-Solid Power Rack (PPR200X),1,121
I wear a 7-5/8 or 7-3/4 hat. Is it adjustable? Will it fit me? [SEP] NAVADEAL White Beekeeper Beekeeping Head Protection Hat,0,122
is it huge? [SEP] Trump Make America Great Again Red Cap Collectible Ornament,0,123
Can this fix my marriage? [SEP] 143 in 1 NES Nintendo Cartridge with Battery for Saving Games - Zelda Super Mario Bros 1 2 3 Tecmo Super Bowl Final Fantasy 1 2 3 Kid Icarus LATEST VERSION LIMITED EDITION TRANSPARENT GREEN CASE,1,124
Does this degrade the wax/sealant already on the vehicle? [SEP] Chemical Guys WAC_808_16 Hybrid V7 Optical Select High Gloss Spray Sealant and Quick Detailer (16 oz),0,125
If u drop ur phone with this case on it and ur phone broke do they buy u a new phone [SEP] Speck Products 73067-B565 CandyShell Grip Case for Samsung  Note 5 Black/Slate,1,126
How can I get it control to  zwave devices? [SEP] Echo Plus (2nd Gen) Bundle with Philips Hue Bulb - Sandstone,0,127
If I get this will I be a huge d bag like tanner fox? [SEP] Lucky TFOX Sig Pro Complete Freestyle Scooter,1,128
need to get big sizes 3x [SEP] Scotch & Soda Men's Long Outdoor Jacket in Mix & Match Shearling and Suede Quali Combo a S,0,129
Is there a child safe version? My sister lost a finger on one of these things. [SEP] Hutzler 571 Banana Slicer,0,130
where can I get the spirit bomb ? [SEP] Bandai Tamashii Nations FiguartsZero Son Goku Spirit Bomb Ver Dragon Ball Z Action Figure,1,131
If I see a child wearing this can I tell them that they are perfect they were born this way and I’m sorry their parents are morons? [SEP] Kids Evidence that Vaccines cause Autism T-Shirt 8 Kelly Green,1,132
Does it have a vesa mount? [SEP] CUK Lenovo ThinkCentre M700 Tiny Business Desktop (Intel i5-6400T 8GB RAM 128GB SSD + 1TB Windows 10) - Cheap Small Form Factor Mini PC Computer,0,133
was baking soda available to paleolitic people? [SEP] PALEO BAKING CO Paleo Banana Bread Muffin Mix 8.9 OZ,1,134
"I'm looking at this for a bedroom clock. Is this clock mechanism loud? I want something silent. [SEP] 13"" Grand Hotel Antique Inspired Wall Clock with Roman Numerals",0,135
Will it fit a hamster? [SEP] Voglee Lady Padded Bra Tops Bustier Cutout Vest Crop Top Bralette Tank Blouse,1,136
Are they made of people? [SEP] People Socks Gift BOX Large 4 Pairs [2 charcoal black 1 navy 1 brown] 71% Mens Merino Wool Hiking Crew Socks Hunting Camping Trekking Made in USA,1,137
Why do photo's of man in underwear make me wonder if my junk is smaller than usual? [SEP] ExOfficio Men's Give-N-Go Sport Mesh 6'' Boxer Brief,1,138
do you receive it in a trashcan? [SEP] Royal Bobbles Donald Trump Bobblehead,1,139
Where is it made?  What company is profiting from this? [SEP] Trump Make America Great Again Red Cap Collectible Ornament,0,140
What is the color? Black or navy? [SEP] Foot Traffic - Men's Wacky Novelty Socks Poop Happens (Shoe Sizes 7-12),0,141
Does Bill Cosby use it by any chance? [SEP] Pheromones For Men Pheromone Cologne Oil [Attract Women] - Bold Extra Strength Human Pheromones Formula by RawChemistry - 15mL Concentrate (Human Grade Pheromones to Attract Women),1,142
Can its plastic wrapper be used as a toy for small children? [SEP] TriLuma Lamp Portable Rechargable LED Pod Lights with Adjustable Dimmer 7 Vibrant Colors 2 USB Charger Ports with Wall Hanger Accessories,0,143
Should I buy this game for my kid or get him a new kidney? [SEP] Marvel vs Capcom 2 PS3 (Playstation 3 2009) - Gamestop Exclusive,1,144
Did the frogs in the book murder any children by running them over with trucks or any Catholic priests? [SEP] Winners Aren't Losers Donald Trump Children's Book,1,145
Does the bra come with the baby? [SEP] BabyPreg® Womens Hands-Free Breastpump Bra with Underwire,1,146
How much money all together? [SEP] Car Phone Holder AEDILYS Air Vent Car Mount Phone Holder with 360° Rotation for iphone x/iPhone 8/7/7 Plus/6S/6 Plus 5S SE Samsung Galaxy S7/S6 edge/S6/S8/S9-Black,0,147
Is it hard boiled or will I need to boil cook it myself? [SEP] XSBOOM Mini Bluetooth Speaker With Mic V4 | 2014 Best Wireless Portable Sound System Speakers Microphone Free Gift Box And Carry Bag | 100% Money Back Guarantee | Perfect Gift For Christmas Mom Dad Teenager Graduation Teacher Student |Black,1,148
will this be appropriate for a 14 month old? [SEP] Aricasa Small Ergonomic Broom Blue/Yellow,1,149
soft bullets for cycloneshock are they here? [SEP] Nerf Compatible Bullets Darts Hard and Soft Tip for Elite N Strike Refill Series 200 or 300 or 400 or 600 Pack for Kid Toy Gun Fire Blaster by ZTOZZ,0,150
Can I make tamales? [SEP] Pressure Cooker Instant Crock 10-in-1 Pot Pro Series 19 Program 6Q with German ThermaV Tech Cook 2 Dishes at Once BONUS TEMPERED GLASS LID Saute Steamer Slow Rice Yogurt Sterilizer,0,151
What type of batters does the 960 have? [SEP] iRobot Roomba 960 Robot Vacuum- Wi-Fi Connected Mapping Works with Alexa Ideal for Pet Hair Carpets Hard Floors,0,152
Will these lens covers fit the radioray led models? ive noticed that some rock guards say they wont work with the led units. [SEP] GL-15303R Red Lens for Golight Radioray Remote Control Spotlight (2xxx5xxx and 7xxx models only),0,153
Will surge make my life better in general if I drink it. ? [SEP] Surge Citrus Soda Soft Drinks 16 fl oz 12 Pack,1,154
Is thtere a difference between clam shells/wedge heads in the 4 ton kit vs. the 10 ton? [SEP] Torin Big Red Portable Hydraulic Ram: Auto Body Frame Repair Kit with Rolling Case 10 Ton Capacity,0,155
Is this tax deductible? [SEP] Trump Make America Great Again Red Cap Collectible Ornament,1,156
can it find out the function of male nipples? [SEP] Dell Alienware Area-51 Gaming Machine (Intel Core i7-5820K 6-cores 32GB DDR4 Ram 18 TB HDD Windows 7 Professional),1,157
Should I purchase the extended warranty? [SEP] Hutzler 571 Banana Slicer,0,158
How can you tell if the CIA is hearing the stories you're telling them or not? [SEP] Amazon Echo - Black (1st Generation),1,159
Is there a limit to the team size? [SEP] Kidzlane Infrared Laser Tag Game - Set of 2 Blue/Red - Infrared Laser Gun Indoor and Outdoor Activity. Infrared 0.9mW,0,160
Is the girl included? [SEP] Beach Cart Rolling Caddy Large Balloon Tires Heavy Duty with Air Pump,1,161
Can I kill a door with this not deer [SEP] Ruger Blackhawk Combo air rifle,1,162
Will this watch help me pick up women? [SEP] Casio Men's DBC32-1A Data Bank Black Digital Watch,1,163
Will this bow be able to kill a zombie? [SEP] 150 Lbs Wood Crossbow with Scope and Pack of Metal Arrows,1,164
Will this blaster help me get hot babes like in the product pictures? [SEP] Newisland Detachable Blasters Toy Guns with Foam Darts and Dartboard,1,165
So i dont get killed can someone please tell me how to open it [SEP] Sterling Silver and 14k Yellow Gold Triple X Design Diamond Textured Bangle Bracelet (.18 cttw),1,166
"Question please.  How many bills included.  It just says ""Set of..."".  I hope it is more than 2 bills?  Thanks in advance for any help. [SEP] Set of 100 Million Dollar Bills",0,167
can it sit? [SEP] NECA - Chucky 4 inch Scale Action Figure - Ultimate Chucky,0,168
Does it have preinstalled game with it? Thanks [SEP] Nintendo New Nintendo 3DS Super Mario Black Edition - Nintendo 3DS,0,169
Is this flag dyed red with the blood of tyrants? [SEP] Fox Outdor 3'x5' USSR Flag,1,170
Based on the other questions I'm concerned. Is there a special version for blonde women? [SEP] BIC For Her Retractable Ball Pen Medium Point 1.0 mm Black Ink 2 Count (FHAP21-Black),1,171
Is the grapjuice at all the blood of christ? In looking for at least 10% christ [SEP] Fellowship cupPrefilled communion cups juice/wafer-100 cups (net wt.1.62 lb) by BROADMAN CHURCH SUPPLIES,1,172
Can this stainless steel bottle be heated over a fire to purify water? .. Thank you [SEP] Eco-Friendly Wide Mouth 17 oz 500 mL Stainless Steel Water Bottle - BPA Free Brushed Metal Silver,0,173
The board is calling me mama my sister nana my dad papa and calling itself zaza (seriously not joking) what should i do/say? [SEP] Winning Moves Games Classic Ouija,1,174
Can I play doom with it ? [SEP] AudioQuest Diamond 1m (3.2 feet) Braided HDMI Cable,0,175
Where or what flashlight did you find to if this 3/4-inch mount they are hard to find since most have 1-inch tubes. [SEP] Mako 3/4-Inch Diameter Flashlight Mount for AR15/M4 Bayonet Lug Black,0,176
Is this made for using as a photo locket or only as a glow pendant? [SEP] LightOnIt Magic Glow in Dark Vintage Necklace-Aqua Large Star Locket Pendant Blue and Green,0,177
What is the length of the broom? [SEP] Rubies Harry Potter Broom,0,178
Will this get along with and complement my banana slicer? [SEP] Trump Make America Great Again Red Cap Collectible Ornament,1,179
Does the bikini come with the girl too? [SEP] Handmade Chainmail Bikini Set with Small Rings Beachwear Swimsuit Sexy Bikini,1,180
Does it come with a trashcan [SEP] Call of Duty: Infinite Warfare - Xbox One Legacy Edition,1,181
Where's the collector's edition? [SEP] Fate/EXTELLA: The Umbral Star - PlayStation 4,0,182
Does President Trump like this charger station? [SEP] ZeroElec Charging Station and Dock 15W 3A 3-Port USB Bamboo Wood Charging Stand Compatible with Apple Watch 3/2/1 and All iPhones,1,183
do they share you DNA [SEP] FamilyTreeDNA Family Finder DNA Kit: Ethnicity & Ancestry,1,184
Is this rock quarried out of china for 500000  dollars [SEP] A Really Expensive Rock,1,185
Are the xray ones printed the same? Or is there a left and right foot? [SEP] Zmart Men's Crazy X-Ray Foot Fun Athletic Mismatch Sports Crew Cotton Socks Color: D2 9- 13,0,186
How to kill it if and when it attacks you? [SEP] Giant Gummy Bears  Party Python 8 ft 26.9 lbs,1,187
Can I use this screen protector with a hybrid otter box case? [SEP] JETech Privacy Screen Protector for Apple iPhone 7 and iPhone 8 Anti-Spy Tempered Glass Film 2-Pack,0,188
how do l  cancel information l didn't put in? [SEP] Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,0,189
Does this help me travel time? [SEP] AdirChef Grab N' Go Personal Coffee Maker with 15 oz. Travel Mug Black/Stainless Steel,1,190
What is the quality of the snap buttons? I have one that they ripped off as I was trying to put on for the first time. [SEP] Moxeay Sexy V-Neck One Piece Bodysuit Bodycon Rompers,0,191
Is this a Gluten free product? [SEP] De La Rosa Candy Bar Pulparindo Rglr,0,192
How would this work against zombies? Asking for a friend. [SEP] BLACK+DECKER LPP120 20-Volt Lithium-Ion Cordless Pole Saw,1,193
how much is their? [SEP] Uranium Ore,0,194
Can I rub toothpaste on it to give it a shiny smile? [SEP] Xbox One 500GB Console - Gears of War: Ultimate Edition Bundle,1,195
Does it have real magic inside? I mean it's a unicorn kitty so I thought it might be magical. [SEP] Unicorn Kitty Plush,1,196
Can it kill a zombie? [SEP] Schrade SCHKM1 19.7in Kukri Machete with 13.3in Stainless Steel Blade and Safe-T-Grip Handle for Outdoor Survival Camping and Bushcraft,1,197
Is this a permanent sticker or is it removable?  Does it stick to the interior of the window or on the outside? [SEP] smith and wesson shield m&p handgun***WHITE** Sticker Decal,0,198
How do i get more mags for this? [SEP] 500 FPS WG AIRSOFT M9 BERETTA BLOWBACK CO2 HAND GUN PISTOL w/ 6mm BB,0,199
is this the size of the monkey or the box it comes in. 11.2 x 8.5 x 6.4 inches Thank you [SEP] Musical Jolly Chimp Classic Cymbal Playing Monkey 1950's Vintage Toy w/Box,0,200
if you can read this wouldn't that mean you're already down for the count? [SEP] If You Can Read This 420 Bring Me Weed Stoner 420 Socks Unisex Funny Gift,1,201
