,sentence,label,idx
19,How are these compared to the PilotG2 gel ink pens? I haven't found anything superior so far. [SEP] Paper Mate InkJoy Gel Retractable Pen 0.7mm Ink Pack of 14 Assorted (1951636),0,7431
20,Mmmmmmmm whos the hot stud yummy model ;]= [SEP] Mens Ask Me About My Goat T Shirt Flip Up Funny Farm Animal Tee for Guys,1,16432
21,Will this keep me safe at night? [SEP] Stormtrooper,1,3003
22,Where are the fruits and vegetables [SEP] Bounty Paper Towels Print 6 Big Rolls = 8 Regular Rolls Prime Pantry,1,15161
23,Will this be available before Christmas or do i have to wait till Jan. 20th 2017? [SEP] Trump Make America Great Again Red Cap Collectible Ornament,0,2008
24,Does it have poop inside? [SEP] (12 Pack) 5 oz. Clear Plastic Tumbler / Stackable Restaurant Beverage cupBreak-Resistant,1,9873
25,so can i buy 2000 pounds put it in a centrifuge and get uranium 235 oh and this is for science ahahahahahahah [SEP] Uranium Ore,1,5465
26,I just finished eating a 5 lb block of government cheese. Will this help me in a couple days? [SEP] Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,1,8988
27,Will i pick up more chicks now? [SEP] TOMOLOO Hoverboard,1,9058
28,Excuse Me Can You Tell Me If This Product Available To Shipping Outside US Please [SEP] Healthworks Goji Berries Raw Organic Sun-Dried 1lb,0,3392
29,Is it really needed to get distilled water? I get reverse osmosis water would that be ok? [SEP] 3 Small Venus Flytraps - Fly Trap - (Dionaea Muscipula) Carnivorous Plant 3 Inch Pot,0,16654
30,Will my head completely explode when this arrives? [SEP] Dark Souls III: Collectors Edition - PlayStation 4,1,14088
31,Whats this product made of [SEP] NARUTO Hoshigaki Kisame big sword weapon Cosplay Prop,0,10088
32,Has anyone used these to make the work environment better? [SEP] Selenite Skyscraper (1pc),0,6395
33,What are the large gold balls that come with these dolls? [SEP] L.O.L Surprise Dolls Series 2 Lil Sisters Ball ...,0,13849
34,If i put this in my bedroom will the cia watch me? [SEP] Echo Show - 1st Generation Black,1,7202
35,Will this board bring in demons to my life/house or am i completely safe. i am a ghost hunter and i have quite a fair bit of equipment. [SEP] Ouija - William Fuld Talking Board Set by Parker Brothers,1,15481
36,Can I wipe out half the universe with it? [SEP] Zheng New Thanos Glove Costume Left Hand Gloves Infinity Soft PVC Gauntlet Glowing Version (Battery not Included),1,2103
37,Is the Hillary ornament made from sour grapes? [SEP] Trump Make America Great Again Red Cap Collectible Ornament,1,7297
38,is this real [SEP] Think Geek Canned Unicorn Meat,0,16869
39,Would these go above ankles are they low profile hope not tottaly flat [SEP] DC Men's Villain TX Slip-on Skate Shoes Black Print 10.5D D US,0,10150
40,Can you make a wish? [SEP] Kitras 6-Inch Birthday Ball March,1,3403
41,Is this price for just 1 package or for several?   awfully high if it is just 1....that is why i ask [SEP] Mars Pet Care Mars Whiskas Temptations Dairy Treat 1 Count One Size,0,4269
42,can i make a sandwich [SEP] XBOX 360 Video Game-HALO 4,1,11890
43,Is this robe suitable for summoning Old Gods? [SEP] Amayar Men TUNIC Hooded Robe Cloak Knight Fancy Cool Cosplay Costume Black XXL,1,15925
44,Can it kill a zombie [SEP] Samurai Katana Dragon Sword with Engraved Wooden Scabbard and Pommel (White),1,14877
45,How many sheets are in each roll? [SEP] American Art Classics - Donald Trump Toilet Paper - Dump with Trump!- Highly Collectible Novelty Toilet Paper - Funniest Political Gift of 2018,0,428
46,Would peta sue me for inhaling an animal [SEP] Toro 51619 Ultra Electric Blower Vac 250 mph Red,1,7231
47,How will my Packer-fan neighbors feel about this? Will they move? [SEP] Minnesota Vikings 2008 Team Gnome,1,994
48,If this causes road rage due to using while driving could this be used as a weapon in a road rage situation? [SEP] TRUE LINE Automotive TrueLine Portable Steering Wheel Table Attachment For Eating Laptop ipad Desk (BLACK),1,12163
49,can you make a wish and summon Shenron [SEP] Brand New Dragonball Z Stars Crystal Glass Ball 7pcs with Gift Box,1,2445
50,Should pepperoni be cooked before putting on pizza? [SEP] Patek Philippe Grand Complication Men's Platinium - 5496P-001,1,4916
51,How does this stay on the door? [SEP] I-Flex Jr Stretch Unit,0,3892
52,shipping to argentina----------------------- [SEP] NewRay 1:12 Motorcycle 2006 Kawasaki Zx-10R- Sport Bike,0,16358
53,What does the slogan mean? [SEP] Trump Make America Great Again Red Cap Collectible Ornament,0,10516
54,Is the sword lightwheight and easy enough to move around with? [SEP] Timber Wolf Full Tang Ninja Sword,0,6473
55,Will this allow the Yeti to float? [SEP] YETI Tarpon Can Insulator Marine Blue,1,10844
56,Please add to your description that this helmet is not legal for SCA combat.  Too many people look for SCA wearable armor here. [SEP] SZCO Supplies Brass Crusader Helmet,0,16477
57,Is this unit good to do contouring? [SEP] Inagua Mini Spray Tan Pro: Professional Self Tan Without Leaving the House! The Ultimate Airbrush Compressor Kit. Perfect for Indoor Tanning Spray. TWO Screw on Plastic Gravity Feed Fluid Cups,0,13946
58,I have some what of a demon problem can the katana and the throwing knives killed the demons? [SEP] Zombie Killer Ninja Sword Throwing Knife Set,1,1356
59,Has anyone gotten a chase from here? [SEP] Funko Wonder Woman POP Heroes,1,17431
60,Will this ever be available in the UK:(?? [SEP] Womens Shane Dawson Everyday T-Shirt Small Kelly Green,0,5179
61,I've been accused of being a tool for which there is no cure. Will this at least allow me to be a swaging tool? [SEP] Yellow Jacket 60460 Multi-Swage Punch 3/16 to 5/8 in,1,8090
62,How many would I need to buy to make America all the way great again? [SEP] Trump Make America Great Again Red Cap Collectible Ornament,1,505
63,are you reduce the price if we want to buy a lot palette? [SEP] Nestle(R) Pure Life(TM) Purified Bottled Water 16.9 Oz. Case Of 24,0,6432
64,What store can i purchase chester flamin hot popcorn in dublin oh?[ [SEP] Chester's Popcorn Flamin' Hot Corn Snacks 4.25 oz,0,6000
65,should i buy this or feed my kids [SEP] Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,1,5021
66,how strong is the magnet? [SEP] TEC Accessories RETREEV - Mini Grappling Hook Retrieval Tool,0,2643
67,if i carry this on my hip do you think my landlord wouldnt raise my rent? [SEP] Gerber Gator Machete - Black w/ Nylon Sheath [31-000758],1,8939
68,Didn't governor cuomo ban swaging tools in the state of new york? [SEP] Yellow Jacket 60460 Multi-Swage Punch 3/16 to 5/8 in,0,6610
69,does the woman come with the necklace? It wouldn't be worth it unless I have someone to share it with:( [SEP] MJartoria Velvet Hair Bows for Girls Pigtail Hair Bow Set with Alligator Clips Hair Barrettes for Baby Girls (hair bow 2),1,17935
70,Is the car included? [SEP] TailGater Tire Table Vehicle Tire-Mounted Steel Camping Travel and Outdoor Work Table,1,9270
71,Does this come with the model wearing it? [SEP] SEXYWG Women's Waist Cincher Trainer Body Tummy Girdle Corset Sport ShaperApricotX-Small / 23-24.5 Waist,1,7720
72,So the age minimum for summoning Satan is 8? [SEP] Winning Moves Games Classic Ouija,1,18456
73,The volvo option says volvo but shows a toyota shirt which one is it ? i want a toyota shirt. [SEP] Red Kap Technician Shirt Volvo XXX-Large,0,10529
74,When shipped do you ship it in an envelope to a mailbox or a package sent by fedex or usps? [SEP] 2pcs Supernatural Dean Winchester Mask Amulet Demon Pendant Necklace,0,15286
75,is there a way you can put a blaster on hold [SEP] Nerf Modulus Regulator,0,12317
76,Has anyone ordered it? And if u have did u get just like you ordered it? And did u get it in time or was it late? [SEP] *Easton Mako Torq XL -3 A11170832 BBCOR Bat 32/29,0,1379
77,Is Cory my man? [SEP] Cory in the House - Nintendo DS,1,5936
78,What kind of soap are you suggesting?  Preferably something of non-offensive origin.  As in made in a country that has no history of violence. [SEP] Fox Outdor 3'x5' USSR Flag,1,3927
79,Can I order this in a toddler size? [SEP] Three Wolf Moon - Wolf T Shirt The Mountain,0,2872
80,So what size is Teen? [SEP] Rubie's Teen Jurassic World: Fallen Kingdom Inflatable T-Rex Costume,1,6300
81,Does this offer good control for 4000pdi and higher mouse? [SEP] SteelSeries QcK Gaming Surface - Medium Cloth - Best Selling Mouse Pad of All Time - Optimized For Gaming Sensors,0,7848
82,Is it battle ready? [SEP] Timber Wolf Full Tang Ninja Sword,1,1135
83,Can I use this on my wife? [SEP] 100% No Wire - Wire-Free Wireless Dog Fence System - 1 Rechargeable Waterproof Receiver Collar - 500M Radius Remote Control - Pet Safe Training Perimeter Radio Wi-Fi Transmitter - Invisible Dog Fence,1,10518
84,Does this particular one actually work? [SEP] LYZ Waist Cincher Trainer Body Tummy Girdle Control Corset Sport Shaper Belly XXX-Large(Waist 36.2-38.5inch) Black,0,17553
85,Do you sell Japanese version or American version [SEP] Pokémon Ultra Moon - Nintendo 3DS,0,9526
86,does it actually blow stuff [SEP] Fake Cigarettes Costume Accessories,1,16832
87,Will the colour of the mask rub off on clothing? [SEP] CreepyParty Novelty Halloween Costume Super Bowl Underdog Party Latex Dog Head Mask (German Shepherd),0,2581
88,Can this repel my wife? [SEP] JungeTOGO Mosquito Repellent Electronic Ultrasonic Pest Repeller Plug in -Bug Repellent Pest Control for Roach Mice Spider Ant RodentBedbugs -White,1,1410
89,Will these pins make me the best there ever was? [SEP] Pokemon Gym Badges Set of 8PCS (Red),1,17658
90,Do they have an expiration date? [SEP] Chirps Cricket Protein Chips Variety Pack Gluten-Free High Protein 5 Oz (Pack of 3) - As Seen On Shark Tank,0,12039
91,Will this repel zombies? [SEP] Pure Cold Pressed ORANGE OIL Concentrate - 32 oz (D-Limonene),1,3590
92,The photo isn't very clear. Is there a place to attach a d ring on it to hang it in a tree? [SEP] Backpacker's Cache - Bear Proof Container,0,507
93,Can it kill zombies? [SEP] Musashi - 1060 Carbon Steel - Best Miyamoto Sword (Black),1,11766
94,Is the seat adjustable? [SEP] Fisher-Price Harley-Davidson Tough Trike [Amazon Exclusive],0,326
95,Where is it made [SEP] Trump Make America Great Again Red Cap Collectible Ornament,0,8620
96,Hi!!  i'm in need of a collar that stops whining. would this work for us??  i appreciate any and all input!!  muchas gracias!! [SEP] MAKES THEM PAWZ Sebenzela Sonic Bark Control Collar - Safe Effective Humane using sound & vibration - training control collar useful for dogs from 5 to 150 lbs - Battery Operated Device,1,7972
97,Is this legit? What is the catch on the flight certificate? [SEP] Get Packing! by JetBlue,1,3423
98,Is Jeff Bezsos or the Government watching through the front camera? [SEP] Echo Spot - Smart Alarm Clock with Alexa - White,1,15647
99,Is this vacuum a him or a her or something else? I'm not sure which pronoun it prefers and I want it to feel included in our family. [SEP] Shark Navigator Lift-Away Professional NV356E,1,18454
100,Hello where is this manufactured? [SEP] MOOSENG Swim Goggles Swimming Goggles Professional Anti Fog No Leaking Uv Protection Wide View Swim Goggles for Women Men Adult Youth Kids,0,16278
101,What age group is this set for [SEP] Learn & Climb Educational Play Money Set - Over 560 Pieces. Bills-Coins-Wallet-CC-Checks+ Lid. Little Banker's Toy,0,2412
102,Is it safe... [SEP] Powerboard by HOVERBOARD - 2 Wheel Self Balancing Scooter with LED Lights - Hands Free Battery Powered Electric Motor - Airboard - The Perfect Personal Transporter - USA Company,0,6490
103,How well can I garden in this? [SEP] Rasta Imposta Giraffe Costume Brown/Yellow One Size,1,16112
104,How loud is the whistle? We had a Sophie for my son but the squeaker drove me (and our dogs) nuts. [SEP] Vulli Teether Fanfan The Fawn,0,11475
105,What does it do? [SEP] Accoutrements Yodelling Pickle,0,16302
106,Dan Post teju lizard boots [SEP] Dan Post Men's Milwaukee 13 inch R Toe Western BootBlack10 D US,0,18507
107,Single athletic male age 69 with no family and no visitors except his landlady once a month uses this whole package in a month.  Is that excessive? [SEP] Scott 1000 Sheets Per Roll Toilet Paper 27 Rolls Sewer-Safe Septic-Safe 1-Ply Bath Tissue America's Longest Lasting Roll,1,16603
108,If they melt do I cry? [SEP] YORK Dark Chocolate Peppermint Patties Candy 40 Ounce Bulk Candy,1,13493
109,"How many traps are contained in the package? The package picture lists 2 - the ""Product Description"" states package quantity = 1 [SEP] Tomcat Kill and Contain Mouse Trap 2-Pack",0,5819
110,how many liters? [SEP] Kattee Men's Leather Canvas Backpack Large School Bag Travel Rucksack Gray,0,1295
111,can someone buy me one ? LOL [SEP] Logitech G27 Racing Wheel,1,10791
112,Does this fit the 6005 cartridges? [SEP] 3M Rugged Comfort Quick Latch Half Facepiece Reusable Respirator 6501QL/49488 Small,0,6755
113,Whats the hilt assembly look like? Peened nut threaded intergrated? [SEP] Medieval Bar Mace,0,5148
114,This remarkable product looks like it might be a great device to slice sushi rolls.  Any comments? [SEP] Hutzler 571 Banana Slicer,1,1736
115,"Does it wash the dishes and take out the trash like my kid is claiming to do if i buy him one [SEP] Apple iPhone X Fully Unlocked 5.8"" 64 GB - Silver",1,16449
116,Is the woman included or an accessory that requires additional cost? [SEP] Weighted Idea Soft Weighted Blanket Adult 15 lbs | 60''x80'' | Grey Rhombus | with Removable Cover,1,15019
117,it resistant to Miami heat [SEP] REXING HD18 Dash Cam Dual Front and Rear with 250 Degree Angle HD Dashboard Camera and Visual Reversing Function for Car Vehicle,1,948
118,Will it get me chicks? [SEP] Betson Ms. Pac Man & Galaga Upright Arcade Game Machine,1,4972
119,I wonder what it will cost when amazon takes over the world? [SEP] Nestle Pure Life Purified Water 16.9 Oz CxDiNI (Pack of 48),1,5935
120,who whould acually buy this? $3000? really? [SEP] Stormtrooper,0,4361
121,Going get this weekend this tv :) [SEP] Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,0,6586
122,What about this product is herringbone? [SEP] sunpangpang,0,2796
123,Has anyone found a more comfortable seat that fits this bike or a way to position it so that it is not so painful? [SEP] Sunny Health & Fitness Pro Indoor Cycling Bike,0,16413
124,Can I use it underwater to communicate with whales or Aquaman? [SEP] Bose SoundLink Micro Bluetooth speaker - Black,1,15942
125,Does the cat like it? [SEP] TOTU Wireless Noise Cancelling Sports Headphones with Microphone Black,1,3579
126,Does the leather really smell like burning gas chambers? [SEP] Ivanka Trump Womens ISSA,1,8047
127,if i wear this will it affects me driving my lamborghini aventador? [SEP] Waterproof Silicone Bib Easily Wipes Clean! Comfortable Soft Baby Bibs Keep Stains Off! Spend Less Time Cleaning After Meals with Babies or Toddlers! Set of 2 Colors (Lime Green/Turquoise),1,10833
128,does it have ude [SEP] Morton Iodized Table Salt All-Purpose Iodized Salt for Cooking Seasoning and Baking 26 OZ Canister,0,10271
129,don't mess with  them [SEP] Winning Moves Games Classic Ouija,1,5242
130,Will it show if  you have Cree Indian? [SEP] Cherokee DNA Test,1,16295
131,Can we shoot dinosaurs? [SEP] Adventure Awaits! - Handmade Wood Toy Crossbow Set - 10 Wood Arrows and a Quiver - for Outdoor Play,1,930
132,Why is Joseph sad?  I think he should be smiling as Jesus is born! [SEP] Christmas Inflatable Holy Family Nativity Scene by Holiday Time,1,1887
133,will the ugly looks of this eat my soul? [SEP] Samsung Galaxy S4 Zoom 16MP Camera Android Smartphone - White (International Version),1,9322
134,I honestly don't know what this is. Lol. Is it dangerous? [SEP] Winning Moves Games Classic Ouija,1,357
135,Can I talk to people in heaven with this? [SEP] Winning Moves Games Classic Ouija,1,5256
136,"Would this adhere to a textured surface? [SEP] StickerJOE Ticket to Hell Funny Cool Sticker 3.5"" X 2""",0,7652
137,Can I train to be like goku [SEP] PER4M Speed + Power Kit,1,17635
138,If I used this for a night time airsoft game could other people see me? [SEP] AGM Spy Night Vision Goggles Adjustable Night Goggles with Flip-Out Lights Green Lens,0,13253
139,What are the dimensions of the towels and how many does one get? [SEP] The Original Shamwow - Super Absorbent Multi-purpose Cleaning Shammy (Chamois) Towel Cloth Machine Washable Will Not Scratch (8 Pack: 4 Large Orange and 4 Small Blue),0,13490
140,Does it pair best with a red or white wine?  What about dandelion wine? [SEP] Think Geek Canned Unicorn Meat,0,2452
141,Why do wireless routers look like Darth Vader's helmet or a dead spider?  Why can't they be a rectangular box like normal stuff? [SEP] NETGEAR Nighthawk AC1900 Dual Band WiFi Router Smart Parental Controls Compatible with Amazon Alexa (R7000),1,9068
142,What does the bowl icon mean in the top middle of the display? We just got two of these feeders and aren't sure if they fed as scheduled overnight. [SEP] HoneyGuaridan A25 Automatic Pet Feeder Food Dispenser with Removable Food Container Portion ControlVoice Recording and Timer Programmable 6-Meal for Dogs (Medium and Small) and Cats & Small Animal,0,8497
143,Does this work on jehova's witnesses? [SEP] Springer Magrath Stock Prod 34 in Replacement Shaft,1,12986
144,Do I have to grow a beard first to u this [SEP] Beard Facial Hair Growth Grow Eyebrow Natural Roll-On Serum 10ml by Geniue,1,4345
145,How long can this sit while pumped up (about four pumps) without doing damage? [SEP] Crosman P1377BR American Classic Multi Pump .177-Caliber Pneumatic Pellet Air Pistol Brown,0,1222
146,Is it as good in real life as it looks in the photo? [SEP] Trump Make America Great Again Red Cap Collectible Ornament,0,15463
147,"Will you give a replacement if you sell ""say like myself"" a cusa-8630 region copy when i live in the united states? dlc will not install! [SEP] Call of Duty: WWII - PlayStation 4 Standard Edition",0,12285
148,What is the expiration date of this item? [SEP] IOSAT - Pack of 3 by Iosat - Octobe 2024 Expiration Date or Later,0,3918
149,Is the child included? [SEP] 6 Foot Life-Size Teddy Bear Cream Vanilla Color Smiling Face Giant Stuffed Animal Cozy Cuddles,1,11589
150,Can this feeder dispense 1/8 of a cup of cat food? [SEP] HoneyGuaridan A25 Automatic Pet Feeder Food Dispenser with Removable Food Container Portion ControlVoice Recording and Timer Programmable 6-Meal for Dogs (Medium and Small) and Cats & Small Animal,0,10942
151,My girlfriend told me to go to hell. Will this phone work there? [SEP] 2019 Unlocked IsatPhone 2.1 Satellite Phone - Voice SMS GPS Tracking SOS Global Coverage - Water Resistant - SIM Card Included (No Airtime) - Prepaid and Monthly Plans Available,1,14016
152,I tried these pills for acouple days and i feel really weird taking them. how do i go about the money back guarantee? thank you [SEP] MOM ENERGY - Energy Pills for Women 100 Capsules,0,5846
153,Is this real [SEP] Uranium Ore,0,6215
154,Do these work on fabric? [SEP] Metallic Marker Pens Metallic Color Painting Marker for Card Making / DIY Photo Album Set of 10 Colors,0,10110
155,Can I order a big one of these with a human in it? [SEP] EcoSphere Closed Aquatic Ecosystem Small Sphere,1,3249
156,I just plugged mine in and I've been getting divorce lights that doesn't go away. Flashing red and bright green. What does this mean? [SEP] Pest Soldier Electronic Plug Ultrasonic Pest Control Repeller for Insects - White Set of 4,1,16286
157,with this work with ASUS ATX DDR3 1600 LGA 1150 Motherboard MAXIMUS VII FORMULA [SEP] Samsung 850 PRO - 1TB - 2.5-Inch SATA III Internal SSD (MZ-7KE1T0BW),0,11954
158,How pissed off would a school principal be if these were let loose in the school? [SEP] 150 Live Ladybugs - Good Bugs - Ladybugs - Guaranteed Live Delivery!,1,12458
159,Should you wash them in the dishwasher folded up or fully extended? [SEP] PowerLead Puto PLD003 Mini DV C8 16MP High Definition Digital Video Camcorder DVR 2.7'' TFT LCD 16x Zoom Hd Video Recorder Camera 1280 x 720p Digital Video Camcorder(Black),1,2911
160,Will this product give you superpowers? [SEP] GlowBowl 54564 A-00452-01 Motion Activated Toilet Nightlight,1,14658
161,on the headphones are there controls/buttons for changing songs forward and reverse and volume? [SEP] Sony MDRXB950BT/B Extra Bass Bluetooth Headphones (Black),0,18724
162,when are they going to be up for preorder?  i hear scalpers already got them all somehow? [SEP] Super NES Classic,0,12978
163,Will it help me to capture Jerusalem? [SEP] Cold Steel Templar Throwing Knife / Axe,1,13016
164,I search for an 8k tv and this came up.... why??? [SEP] Samsung UN85S9 Framed 85-Inch 4K Ultra HD 3D Smart LED TV,0,9770
165,Is it halal? [SEP] Hutzler 571 Banana Slicer,0,18956
166,Is there such thing as unicorns? I thought they were only in fairytales? [SEP] Think Geek Canned Unicorn Meat,1,6184
167,must you carry your phone with you when running to get GPS? [SEP] Apple Watch Series 1 Sport 42mm Space Gray Aluminum Case with Black Sport Band,0,1538
168,What is the diameater of the grip and of the pommel or how wide is the guard [SEP] Dragons Tongue Warrior Short Sword,0,14674
169,Will the elf age over time? [SEP] The Elf on the Shelf: A Christmas Tradition ,1,2189
170,"can I buy in bulk....I wanted to pass them out to coworkers .. because that's where we work [SEP] StickerJOE Ticket to Hell Funny Cool Sticker 3.5"" X 2""",0,16026
171,Will these stakes work on vampires? [SEP] Vargo Titanium Nail Peg (6 Pack),1,3102
172,Is this camera motion activated turning on and recording when approached in a parking lot? [SEP] REXING HD18 Dash Cam Dual Front and Rear with 250 Degree Angle HD Dashboard Camera and Visual Reversing Function for Car Vehicle,0,14598
173,"Is this an actual box with a back you can open? I wanted to fill it with cat treats and use it as a gift box. [SEP] Primitives by Kathy Paw Print Trimmed Box Sign 5"" Square Cat Better Life",0,10964
174,Can this device be stuck up an alien's butt to increase the search of other aliens? [SEP] UFO Detector - Internal magnetometer interfaced with microcontroller for 24 hour/7 days a week monitoring for magnetic anomalies that have been reported with many UFO sightings,1,10478
175,Is this made of people? if so were they grain fed? free range? free of antibiotics and steroids? thanks! [SEP] Soylent Meal Replacement Drink Original 14 oz Bottles 12 Pack (Packaging May Vary),1,3972
176,What is the maximum length the strap can be set to? [SEP] Pokemon Center Original Lillie Drum Bag,0,1420
177,Can I eat it on a patty [SEP] Echo Dot (2nd Generation) - Smart speaker with Alexa - Black,1,207
178,Hi! Whats the expiry date of this product? Pls advise thanks! [SEP] Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,0,18071
179,would this be good for zombie killing? [SEP] Condor Tool & Knife Engineer Bolo Machete 15in Blade Hardwood Handle with Sheath,1,18651
180,Did they come with colored balloons? [SEP] EnChroma Color Blind Glasses - Northside Semi-Wrap Sunglasses- Cx3 Sun For Deutan to Protan Color Blindness,1,3039
181,Why is it 100.00 [SEP] The Noble Collection Harry Potter - Sorcerer's Stone,0,15016
182,How many Calories does it give you? [SEP] ThinkGeek Easy-Open Canned Unicorn Meat: Excellent Source of Sparkles Magic in Every Bite 5.5 Ounce - Stuffed Plush Toy,0,13029
183,Can you poop on it [SEP] Apple iPad Pro (11-inch Wi-Fi 64GB) - Space Gray (Latest Model),1,11285
184,Do you get the FBI agent or does that cost extra? [SEP] Plug-in Mount - Accessory for Google Home Mini - 2019 Model (Gray),1,6777
185,Is there a sleeveless version in the pipeline? [SEP] The Mountain Adult Unisex T-Shirt - Three Wolf Moon Classic,0,17008
186,how do i close it it can someone tell me plz [SEP] TAC Force TF-438BP Assisted Opening Folding Knife Black Spear Point Blade Black Wood Handle 4-Inch Closed,0,16895
187,So i could feed this to my tarantula let it bite me and ill become Spider Man? [SEP] Uranium Ore,1,10194
188,Do babies who use this blanket have to call parents Great Leader or will mama and daddy still work? [SEP] Ivanka Trump Wildflower Collection: Super Soft Plush Baby Blanket - Pink/White Trellis,1,18301
189,Is the dolls volume adjustable? [SEP] Baby Alive Real As Can Be Baby: Realistic Blonde Baby Doll 80+ Lifelike Expressions Movements & Real Baby Sounds With Doll Accessories Toy for Girls and Boys 3 and Up,0,14971
190,what material is this backpack made of? [SEP] G4Free Large 40L Lightweight Water Resistant Travel Backpack/Foldable & Packable Hiking Daypack(Black),0,11048
191,"What is the scale size ? [SEP] Jada Toys 2015 Dodge Challenger Hellcat BTM Radio Control Vehicle 7.5""",0,13365
192,Does the slicer come tuned or if not are there tuning instructions? [SEP] Hutzler 571 Banana Slicer,1,4305
193,Are the seeds washed? [SEP] Hirt's Heavenly Blue Morning Glory - 4500 Seeds - UNTREATED/FRESH,0,17988
194,are any of the reviews posted written by a 'verified purchaser'? [SEP] Trump Make America Great Again Red Cap Collectible Ornament,0,1398
195,Do we Needlework a cabule to pulga it? [SEP] Echo Dot (2nd Generation) - Smart speaker with Alexa - White,0,4790
196,does it dry clear or white? [SEP] Tear Mender Instant Fabric and Leather Adhesive 6 oz Bottle TG06H,0,18846
197,Will it hold for my note 5? [SEP] Car Cell Phone Holder Rienar Universal Car Steering Wheel Smartphone Mount Clip Buckle Socket for iPhone X 8 8 Plus 7 7 Plus SE 6s 6 Plus 6 Galaxy S8 S7 S6 and More,0,15654
198,"Is it offensive if I give this to a serial killer [SEP] Doll House Miniature Electric Chair ""Old Sparky""",1,17449
199,Is there a weight limit [SEP] Big Joe Roma Chair Limo Black,0,18917
200,Does the fragrance clash with the original mint-flavor Tic Tacs?   I like to move in close if you know what I mean. [SEP] Trump Success Eau de Toilette Spray for Men 3.4 Fluid Ounce,1,300
201,Is the mustache separate from the beard? [SEP] Rubie's Deluxe Santa Beard and Wig Set White One Size,0,4739
202,The picture looks like the gloves are grabbing someone's neck. Are these meant for strangling? [SEP] Black Nitrile Disposable Gloves Powder Free Textured Fingertips 4 Mil Thickness Latex Free Medical Examination Glove (Extra Large),1,18354
203,Is it made from real unicorns? [SEP] Kellogg's Limited Edition Unicorn Cereal 10 oz,1,16105
204,Are these for men or woman? [SEP] White Frame LOCS Hardcore Sunglasses,0,18127
205,Will this slicer slice other banana slicers? Is it sliceable by other slicers? [SEP] Hutzler 571 Banana Slicer,1,11600
206,Does this machete text?  My current machete don't text and I'm thinking about an upgrade. [SEP] Kershaw Machete/Camp Knife.,1,17281
207,Does this have any features that the Furby Boom doesn't? [SEP] Star Wars Furbacca,0,13802
208,What is the weight capacity? [SEP] Herman Miller Embody Chair: Fully Adj Arms - Graphite Frame/Base - Standard Carpet Casters,0,15129
209,Is the skin orange colored? [SEP] Advanced Graphics Donald Trump Life Size Cardboard Standup,1,13474
210,It comes with a pair of 70lb Dumbbells or just one ? [SEP] Heavy Duty Dumbbell Set with Rack 5-70 lbs Pairs,0,15493
211,Does the lamp include a genie?! [SEP] GSM DISTRIBUTION Brass Aladdin Genie Lamps Incense Burners,1,13686
