id,bert_sentence,t5_sentence,target,label
5151,Can I see some one open up a lol doll [SEP] L.O.L Surprise Dolls Series 2 Lil Sisters Ball ...,Can I see some one open up a lol doll </s> L.O.L Surprise Dolls Series 2 Lil Sisters Ball ...,funny,1
17191,what is the snap made of I want a snap that will not corrode  in salt water.  Will be wiped dry after dogs come out of water. [SEP] PetsLovers 2-Layer Dog Leash - Sturdy Nylon Strap Padded Handle - 6 Feet Long 1 Inch Wide,what is the snap made of I want a snap that will not corrode  in salt water.  Will be wiped dry after dogs come out of water. </s> PetsLovers 2-Layer Dog Leash - Sturdy Nylon Strap Padded Handle - 6 Feet Long 1 Inch Wide,not funny,0
9878,How bigly is it really? [SEP] Trump Make America Great Again Red Cap Collectible Ornament,How bigly is it really? </s> Trump Make America Great Again Red Cap Collectible Ornament,not funny,0
2503,skinny kid [SEP] Toddler Leash & Harness for Child Safety - Keep Kids & Babies Close - Padded Shoulder Straps for Children's Comfort - Fits Toddlers w/ Chest Size 14-25 Inches - Kid Keeper by Mommy's Helper (Blue),skinny kid </s> Toddler Leash & Harness for Child Safety - Keep Kids & Babies Close - Padded Shoulder Straps for Children's Comfort - Fits Toddlers w/ Chest Size 14-25 Inches - Kid Keeper by Mommy's Helper (Blue),funny,1
8520,My concern is of religion. I want to film my drive. But film capture souls of every one camera see. When delete film do it release souls? [SEP] 1080p Mobius ActionCam HD Camera Standard Edition (V3 / 820 mAh Battery / Lens A / No Memory),My concern is of religion. I want to film my drive. But film capture souls of every one camera see. When delete film do it release souls? </s> 1080p Mobius ActionCam HD Camera Standard Edition (V3 / 820 mAh Battery / Lens A / No Memory),funny,1
7191,Maybe with dumpster destroying the epa we will see the return of this product.  if it's banned why is it available for an exhorbitant price? [SEP] D-Con Rat & Mouse Bait Pellets - D-Con Bait Pellets (1 Tray),Maybe with dumpster destroying the epa we will see the return of this product.  if it's banned why is it available for an exhorbitant price? </s> D-Con Rat & Mouse Bait Pellets - D-Con Bait Pellets (1 Tray),funny,1
9110,How many unicorn parts are in this drink? [SEP] LaCroix Sparkling Water Lemon 12-Ounce Cans (Pack of 24),How many unicorn parts are in this drink? </s> LaCroix Sparkling Water Lemon 12-Ounce Cans (Pack of 24),funny,1
3656,Will it work against zombies? [SEP] WORKPRO Axe and Fixed Blade Knife Combo Set Full Tang Wood Handle for Outdoor Camping Survival Hunting Nylon Sheath Included,Will it work against zombies? </s> WORKPRO Axe and Fixed Blade Knife Combo Set Full Tang Wood Handle for Outdoor Camping Survival Hunting Nylon Sheath Included,funny,1
7816,Is the control durable enough that if u get mad and throw it at the wall it will still work? [SEP] Hyperkin RetroN 1 HD Gaming Console for NES (Gray),Is the control durable enough that if u get mad and throw it at the wall it will still work? </s> Hyperkin RetroN 1 HD Gaming Console for NES (Gray),funny,1
13677,Is this safe as a dog/puppy toy? [SEP] Marvel Super Hero Squad Thor Soft Hammer,Is this safe as a dog/puppy toy? </s> Marvel Super Hero Squad Thor Soft Hammer,not funny,0
2424,At  $85 per gallon I can go back to the future right? [SEP] MSR Super Fuel - White Gas for Camping and Backpacking Liquid Fuel Stoves 1-Quart,At  $85 per gallon I can go back to the future right? </s> MSR Super Fuel - White Gas for Camping and Backpacking Liquid Fuel Stoves 1-Quart,funny,1
15472,Do they keep your feet warm in the winter [SEP] Columbia Mens Newton Ridge Plus II Waterproof Hiking Boot,Do they keep your feet warm in the winter </s> Columbia Mens Newton Ridge Plus II Waterproof Hiking Boot,not funny,0
2098,Are these boots made for walking away from reality? Or from walking away from what's good and what's right? [SEP] Ivanka Trump Women's Thelma Ankle Bootie,Are these boots made for walking away from reality? Or from walking away from what's good and what's right? </s> Ivanka Trump Women's Thelma Ankle Bootie,funny,1
13588,how many inches is the fully grown figure? [SEP] Grow a Boyfriend Novelty Item,how many inches is the fully grown figure? </s> Grow a Boyfriend Novelty Item,not funny,0
15846,How is this supposed to work if you have converter box for cords like for screen monitors and such. [SEP] OmniMount OECMS Neoprene Cable Management - Black/White,How is this supposed to work if you have converter box for cords like for screen monitors and such. </s> OmniMount OECMS Neoprene Cable Management - Black/White,not funny,0
1221,My tongue got caught in one of the openings. [SEP] Hutzler 571 Banana Slicer,My tongue got caught in one of the openings. </s> Hutzler 571 Banana Slicer,funny,1
18171,Do you have to remove the head to replace the blade or does it just open? [SEP] Perfecto Professional Double Edge (DE) Safety Razor for Men | Long Handle for Comfortable Wet Shaving|Stylish Luxury Chrome Finish|Enjoy the Closest Shave with Zero Irritation|Perfect Gift for Him,Do you have to remove the head to replace the blade or does it just open? </s> Perfecto Professional Double Edge (DE) Safety Razor for Men | Long Handle for Comfortable Wet Shaving|Stylish Luxury Chrome Finish|Enjoy the Closest Shave with Zero Irritation|Perfect Gift for Him,not funny,0
10409,who is this model please i need to know [SEP] Giant Gummy Bears  Party Python 8 ft 26.9 lbs,who is this model please i need to know </s> Giant Gummy Bears  Party Python 8 ft 26.9 lbs,not funny,0
6190,Can you taste the panther? [SEP] Endangered Species Panther Natural Dark Chocolate Squares (88% Cocoa) 10-Count Individually Wrapped Pieces (Pack of 6),Can you taste the panther? </s> Endangered Species Panther Natural Dark Chocolate Squares (88% Cocoa) 10-Count Individually Wrapped Pieces (Pack of 6),funny,1
15519,Has anyone used this product to reduce urine odor on the grass?  I have 2 dogs and they continually go in the same area. [SEP] Angry Orange Pet Odor Eliminator | Dog and Cat Odor Remover | Makes 1 Gallon of Urine Remover Spray | Offsets Pet Stains for Cleaner Floors & Carpets | 8 Oz. Bottle of Stain Odor Eraser Concentrate,Has anyone used this product to reduce urine odor on the grass?  I have 2 dogs and they continually go in the same area. </s> Angry Orange Pet Odor Eliminator | Dog and Cat Odor Remover | Makes 1 Gallon of Urine Remover Spray | Offsets Pet Stains for Cleaner Floors & Carpets | 8 Oz. Bottle of Stain Odor Eraser Concentrate,not funny,0
17687,Does the R7800 allow disabling wireless completely (wifi) so to use it just as a regular wired router only? [SEP] NETGEAR Nighthawk X4S AC2600 4x4 Dual Band Smart WiFi Router Compatible with Amazon Echo/Alexa (R7800),Does the R7800 allow disabling wireless completely (wifi) so to use it just as a regular wired router only? </s> NETGEAR Nighthawk X4S AC2600 4x4 Dual Band Smart WiFi Router Compatible with Amazon Echo/Alexa (R7800),not funny,0
18210,Is the head detachable? [SEP] Underwraps Costumes Baby's T-Rex Costume Jumpsuit Green Large (2T-4T),Is the head detachable? </s> Underwraps Costumes Baby's T-Rex Costume Jumpsuit Green Large (2T-4T),not funny,0
11787,I'm 5'10 125 what size would be good? [SEP] Womens Long Sleeves Crewneck Bodycon Bandage Midi Evening Dresses in Black Large,I'm 5'10 125 what size would be good? </s> Womens Long Sleeves Crewneck Bodycon Bandage Midi Evening Dresses in Black Large,not funny,0
15413,Do you need to put it in the refrigerator? i start work at 8 am and usually take lunch around 2 pm. [SEP] Lokass Lunch Bags for Women Wide Open Insulated Lunch Box With Double Deck Large Capacity Cooler Tote Bag With Removable Shoulder Strap Leak-Proof Lunch Organizer For Men/Girls/Outdoor/Work(Grey),Do you need to put it in the refrigerator? i start work at 8 am and usually take lunch around 2 pm. </s> Lokass Lunch Bags for Women Wide Open Insulated Lunch Box With Double Deck Large Capacity Cooler Tote Bag With Removable Shoulder Strap Leak-Proof Lunch Organizer For Men/Girls/Outdoor/Work(Grey),not funny,0
8561,Has anyone tried eating this case? [SEP] Men Hard Eyeglass Cases with Microfiber Cleaning Cloth Black Eyeglass case for Men Eyeglass case Hard Small to Medium Frames Hard Glasses case for Men Hard Clam Shell Case (AS196 Black),Has anyone tried eating this case? </s> Men Hard Eyeglass Cases with Microfiber Cleaning Cloth Black Eyeglass case for Men Eyeglass case Hard Small to Medium Frames Hard Glasses case for Men Hard Clam Shell Case (AS196 Black),funny,1
4587,Lmao. I know these aren't the real yezzys but I will still buy them because they look legit and my friends believe it ok? [SEP] STEVE Men's Fashion Comfortable Running Shoes Breathable Gym Sneakers high-quality 7 D(M) US ALLblack,Lmao. I know these aren't the real yezzys but I will still buy them because they look legit and my friends believe it ok? </s> STEVE Men's Fashion Comfortable Running Shoes Breathable Gym Sneakers high-quality 7 D(M) US ALLblack,funny,1
4974,I already have an Amzon firestick. can i still use it with this TV? [SEP] Toshiba 50LF621U19 50-inch 4K Ultra HD Smart LED TV HDR - Fire TV Edition,I already have an Amzon firestick. can i still use it with this TV? </s> Toshiba 50LF621U19 50-inch 4K Ultra HD Smart LED TV HDR - Fire TV Edition,funny,1
7694,Does the baby come along with this? [SEP] Graco FastAction Fold Jogger Click Connect Travel System Chili Red (Discontinued by Manufacturer),Does the baby come along with this? </s> Graco FastAction Fold Jogger Click Connect Travel System Chili Red (Discontinued by Manufacturer),funny,1
17067,how many ounces are in the 2 different sizes? [SEP] Meowijuana Purrple Passion Catnip Buds - Your Cat Will FLIP for This 'Nip! - 100% Organic - Giant Nugs! - Purrfect Gift for Felines and Cat Lovers,how many ounces are in the 2 different sizes? </s> Meowijuana Purrple Passion Catnip Buds - Your Cat Will FLIP for This 'Nip! - 100% Organic - Giant Nugs! - Purrfect Gift for Felines and Cat Lovers,not funny,0
12663,Why won't amazon ship this item to my location?  i'm in central california.   wth? [SEP] Bug-A-Salt 2.0 from Skell Inc.,Why won't amazon ship this item to my location?  i'm in central california.   wth? </s> Bug-A-Salt 2.0 from Skell Inc.,not funny,0
13946,Is this available on prime? [SEP] The NoPhone Original Cell Phone,Is this available on prime? </s> The NoPhone Original Cell Phone,not funny,0
8998,does it come with the girl [SEP] Party With Pride Giant Inflatable Unicorn with Cup Holders Legs and Rainbow Colors / Customizable with Included Tattoos,does it come with the girl </s> Party With Pride Giant Inflatable Unicorn with Cup Holders Legs and Rainbow Colors / Customizable with Included Tattoos,funny,1
6564,Was George Washington a ginger? [SEP] 1982 S US Commemorative Proof Silver Half Dollar George Washington 50C OGP US Mint,Was George Washington a ginger? </s> 1982 S US Commemorative Proof Silver Half Dollar George Washington 50C OGP US Mint,funny,1
537,Does this order come with a free ten legged cat? If not what does the fox say? [SEP] Uranium Ore,Does this order come with a free ten legged cat? If not what does the fox say? </s> Uranium Ore,funny,1
12170,Will the medium be big/sturdy enough for a 55 lb rambunctious husky? [SEP] Precision Pet by Petmate Extreme Weather-Resistant Log Cabin Dog House with Adjustable Feet 4,Will the medium be big/sturdy enough for a 55 lb rambunctious husky? </s> Precision Pet by Petmate Extreme Weather-Resistant Log Cabin Dog House with Adjustable Feet 4,not funny,0
6183,Mn has a Question too starde a Bingo game here in our apartmen?. [SEP] American Games Bingo Paper Game Cards - 1 Card - 5 Sheets - 100 Books - 4 Inch Square Size Disposable Cards - Made in USA,Mn has a Question too starde a Bingo game here in our apartmen?. </s> American Games Bingo Paper Game Cards - 1 Card - 5 Sheets - 100 Books - 4 Inch Square Size Disposable Cards - Made in USA,funny,1
3755,How do you cook your laptop before you eat it while driving? [SEP] TRUE LINE Automotive TrueLine Portable Steering Wheel Table Attachment For Eating Laptop ipad Desk (BLACK),How do you cook your laptop before you eat it while driving? </s> TRUE LINE Automotive TrueLine Portable Steering Wheel Table Attachment For Eating Laptop ipad Desk (BLACK),funny,1
4765,Will my apartment manage get mad at me if I put this in my living room? [SEP] Bestway SaluSpa 4-Person Inflatable Portable Spa 71 x 26 Inch Hot Tub | 54124,Will my apartment manage get mad at me if I put this in my living room? </s> Bestway SaluSpa 4-Person Inflatable Portable Spa 71 x 26 Inch Hot Tub | 54124,funny,1
15802,Apple and google play have their furbacca app. will ms windows 10 have one soon? [SEP] Star Wars Furbacca,Apple and google play have their furbacca app. will ms windows 10 have one soon? </s> Star Wars Furbacca,not funny,0
14900,"I'm 6'2"" with a 36"" waist. I wear xxlt shirts and have wide shoulders. Will your suit fit me? [SEP] Party Shark Costume","I'm 6'2"" with a 36"" waist. I wear xxlt shirts and have wide shoulders. Will your suit fit me? </s> Party Shark Costume",not funny,0
17045,Will it fit on the Switch that has the tempered glass protector on it? [SEP] Nyko Boost Pak - Dockable 2500 mAh rechargeable battery pack for Nintendo Switch,Will it fit on the Switch that has the tempered glass protector on it? </s> Nyko Boost Pak - Dockable 2500 mAh rechargeable battery pack for Nintendo Switch,not funny,0
15982,This bike lock is equipped with a dual-purpose screwdriver. Does it have other functions apart from installing the bike lock? [SEP] Jade Cloud Bike Lock Cable 5 Digit High Security Bike Lock Resettable Combination with Complimentary Mounting Bracket and Free Screwdriver 4.9 Feet,This bike lock is equipped with a dual-purpose screwdriver. Does it have other functions apart from installing the bike lock? </s> Jade Cloud Bike Lock Cable 5 Digit High Security Bike Lock Resettable Combination with Complimentary Mounting Bracket and Free Screwdriver 4.9 Feet,not funny,0
4918,Can I jump into the picture? [SEP] Large Removable Beach Sea 3D Window Decal Wall Sticker Home Decor Exotic Beach View Art Wallpaper Mural,Can I jump into the picture? </s> Large Removable Beach Sea 3D Window Decal Wall Sticker Home Decor Exotic Beach View Art Wallpaper Mural,funny,1
15529,"What size should my husband get if he is 5'8"" 175lbs Athletic build what size for me in women [SEP] SleepytimePjs Family Matching Red Fleece Onesie Pjs Footed Pajamas for Family-Women (STM17-W-RED-MED)","What size should my husband get if he is 5'8"" 175lbs Athletic build what size for me in women </s> SleepytimePjs Family Matching Red Fleece Onesie Pjs Footed Pajamas for Family-Women (STM17-W-RED-MED)",not funny,0
6123,Is This Good Product For Senior Citizen? [SEP] Tiny Love Meadow Days Take Along Mobile,Is This Good Product For Senior Citizen? </s> Tiny Love Meadow Days Take Along Mobile,funny,1
13298,"Step and go make a prodct similar any comparisons to this one?  The step and go one is $10 cheaper. [SEP] Squatty Potty The Original Bathroom Toilet Stool 7"" height White","Step and go make a prodct similar any comparisons to this one?  The step and go one is $10 cheaper. </s> Squatty Potty The Original Bathroom Toilet Stool 7"" height White",not funny,0
4328,"Is it acceptable to say ""hulk smash"" before using these? [SEP] ReLeaf Leaf Scoops: Ergonomic Large Hand Held Rakes for Fast Leaf & Lawn Grass Removal","Is it acceptable to say ""hulk smash"" before using these? </s> ReLeaf Leaf Scoops: Ergonomic Large Hand Held Rakes for Fast Leaf & Lawn Grass Removal",funny,1
15178,Can i use this on the europe? Because is difrent electric cable... [SEP] Digital CMS600P2 Vet Veterinary Portable Laptop B-Ultra Sound Scanner Machine 7.5Mhz Rectal Linear Probe & 3.5Mhz Convex Probe Horse/Equine/Cow/Sheep use,Can i use this on the europe? Because is difrent electric cable... </s> Digital CMS600P2 Vet Veterinary Portable Laptop B-Ultra Sound Scanner Machine 7.5Mhz Rectal Linear Probe & 3.5Mhz Convex Probe Horse/Equine/Cow/Sheep use,not funny,0
3333,So why is the normal version of this $12 and the diarrhea educing version $136? [SEP] Haribo Sugar Free Gummy Bears 5LB Bag,So why is the normal version of this $12 and the diarrhea educing version $136? </s> Haribo Sugar Free Gummy Bears 5LB Bag,funny,1
3705,Does it hurt? [SEP] GlowBowl 54564 A-00452-01 Motion Activated Toilet Nightlight,Does it hurt? </s> GlowBowl 54564 A-00452-01 Motion Activated Toilet Nightlight,funny,1
7335,Is it true that poops diamonds [SEP] Furby Furbling Creature Plush Special Edition,Is it true that poops diamonds </s> Furby Furbling Creature Plush Special Edition,funny,1
18138,What store can i purchase chester flamin hot popcorn in dublin oh?[ [SEP] Chester's Popcorn Flamin' Hot Corn Snacks 4.25 oz,What store can i purchase chester flamin hot popcorn in dublin oh?[ </s> Chester's Popcorn Flamin' Hot Corn Snacks 4.25 oz,not funny,0
7972,Can It bring medium size insects back to life? [SEP] Beautiful Crystal Quartz Dodecahedron Gemstone Sphatik Original Crystal Natural Authentic Good Luck Genuine Divine Holy Pious Metaphysical Brazil Esoteric Monks Tibet Nepal Reiki,Can It bring medium size insects back to life? </s> Beautiful Crystal Quartz Dodecahedron Gemstone Sphatik Original Crystal Natural Authentic Good Luck Genuine Divine Holy Pious Metaphysical Brazil Esoteric Monks Tibet Nepal Reiki,funny,1
2859,Is it true that if you throw the doll away that it will follow you??? [SEP] TOMY Rika-chan Doll LD-06 Fruit Parlor,Is it true that if you throw the doll away that it will follow you??? </s> TOMY Rika-chan Doll LD-06 Fruit Parlor,funny,1
10054,Do you still make the hillary version? [SEP] American Art Classics - Donald Trump Toilet Paper - Dump with Trump!- Highly Collectible Novelty Toilet Paper - Funniest Political Gift of 2018,Do you still make the hillary version? </s> American Art Classics - Donald Trump Toilet Paper - Dump with Trump!- Highly Collectible Novelty Toilet Paper - Funniest Political Gift of 2018,not funny,0
8078,How do these hold up against ninja attacks? [SEP] BHSHEN Cut Resistant Gloves for Safety Work Food Grade Level 5 Protection (Small),How do these hold up against ninja attacks? </s> BHSHEN Cut Resistant Gloves for Safety Work Food Grade Level 5 Protection (Small),funny,1
11965,Do you carry the Slappy with the red hair? I noticed in a cached comment (about Dec 30th) customer Angela M reported she received the red haired one [SEP] Slappy Ventriloquist Doll,Do you carry the Slappy with the red hair? I noticed in a cached comment (about Dec 30th) customer Angela M reported she received the red haired one </s> Slappy Ventriloquist Doll,not funny,0
8792,Is it really coming to life 🤨? 😂 [SEP] Lifeprint Harry Potter Magic Photo and Video Printer for iPhone and Android. Your Photos Come to Life Like Magic White LP007-5,Is it really coming to life 🤨? 😂 </s> Lifeprint Harry Potter Magic Photo and Video Printer for iPhone and Android. Your Photos Come to Life Like Magic White LP007-5,funny,1
673,Does this make me the vape god [SEP] Round Flip up 42mm Django Levante Gafas De Sol Sunglasses (Black/Gold Lens),Does this make me the vape god </s> Round Flip up 42mm Django Levante Gafas De Sol Sunglasses (Black/Gold Lens),funny,1
17034,Can it be used as an external gpu [SEP] NVIDIA TITAN V VOLTA 12GB HBM2 VIDEO CARD,Can it be used as an external gpu </s> NVIDIA TITAN V VOLTA 12GB HBM2 VIDEO CARD,not funny,0
3797,So you mean to say that I was supposed to be using protection this entire time? [SEP] PEREGRINE Banana Saver Yellow,So you mean to say that I was supposed to be using protection this entire time? </s> PEREGRINE Banana Saver Yellow,funny,1
6491,Will these make me a deadass bee? [SEP] Timberland Men's 6-Inch Premium Waterproof Boot,Will these make me a deadass bee? </s> Timberland Men's 6-Inch Premium Waterproof Boot,funny,1
9726,Does it djent? [SEP] Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,Does it djent? </s> Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,not funny,0
18988,I see two different measurements - one says  5.1 x 4 x 0.8 inches and the other  3.3 inches x 4.1 inches x 0.12 inch which is the true size? [SEP] Minimalist Leather Wallet for Men Front Pocket RFID Blocking Slim Thin 5 Colors,I see two different measurements - one says  5.1 x 4 x 0.8 inches and the other  3.3 inches x 4.1 inches x 0.12 inch which is the true size? </s> Minimalist Leather Wallet for Men Front Pocket RFID Blocking Slim Thin 5 Colors,not funny,0
8902,does trump make you pay extra for a mexican wall? [SEP] Donald Trump Hillary Clinton Bernie Sanders Pop! Vinyl Figures Set of 3,does trump make you pay extra for a mexican wall? </s> Donald Trump Hillary Clinton Bernie Sanders Pop! Vinyl Figures Set of 3,funny,1
11573,Can i use this in a fresh water aquarium?  Will the paint stay on safe for fish etc.? Will it float or sink? [SEP] Safari S10137 Grumpy Dragon,Can i use this in a fresh water aquarium?  Will the paint stay on safe for fish etc.? Will it float or sink? </s> Safari S10137 Grumpy Dragon,not funny,0
11532,how many echo do you need in a 3 story house ?  do i use one for each floor? [SEP] Amazon Echo - Black (1st Generation),how many echo do you need in a 3 story house ?  do i use one for each floor? </s> Amazon Echo - Black (1st Generation),not funny,0
12664,Hi i would like to purchase bug a salt v2. but i'm in singapore. please ship here!!! [SEP] Bug-A-Salt 2.0 from Skell Inc.,Hi i would like to purchase bug a salt v2. but i'm in singapore. please ship here!!! </s> Bug-A-Salt 2.0 from Skell Inc.,not funny,0
18545,Has anyone used this for sledding in the snow? [SEP] Party With Pride Giant Inflatable Unicorn with Cup Holders Legs and Rainbow Colors / Customizable with Included Tattoos,Has anyone used this for sledding in the snow? </s> Party With Pride Giant Inflatable Unicorn with Cup Holders Legs and Rainbow Colors / Customizable with Included Tattoos,not funny,0
