,sentence,label,idx
19,"In one place it says it is made of tin. In another place it says zinc alloy. My main concern is how to be certain it is lead and cadmium free? [SEP] AVESON Classic Vintage Hollow Magic Genie Light Costume Lamp Home Table Decoration & Gift Small (4.7""x1.7""x2.9"") Copper",0,5679
20,"Is it multiple ply? [SEP] Nohma Leather Buffalo Hide Leather Rifle Gun Sling Black/Black Stitch Amish Handmade 1"" Wide",0,11302
21,"Why did Trumpette name these shoes ""Jesus"" in Arabic? is it because they're made for kicking Jesus or kicking people who speak Arabic? [SEP] Ivanka Trump Womens ISSA",1,8184
22,does it come with a free bowl of soup? [SEP] NETGEAR Nighthawk X4S AC2600 4x4 Dual Band Smart WiFi Router Compatible with Amazon Echo/Alexa (R7800),1,4910
23,If I buy this do i have to join the dark side? [SEP] iHome Star Wars Death Star Bluetooth Speaker Li-B18.FX,1,8210
24,Do I really need a hoodie to be considered a creeper? [SEP] Minecraft Creeper Premium Zip-Up Hoodie Small,1,13408
25,Does it instruck you how to set up [SEP] Echo Show - 1st Generation Black,0,8449
26,Can I specifically order the blue clad figure? And if so how do I do it? [SEP] Funko Pop! The Vote - Hillary Clinton Vinyl Figure,0,4141
27,When u say pocket bike do it fit in a pocket?? Cause my son want a bike he can ride on [SEP] XtremepowerUS Gas Pocket Bike Motorcycle 40cc 4-Stroke Engine (Yellow Flame),1,9780
28,Why ? [SEP] AudioQuest Diamond 16m (52.49 feet) Braided HDMI Cable,1,18561
29,Which is better this or the Anime? [SEP] Cory in the House - Nintendo DS,0,3489
30,bug-a-salt 3.0 black fly edition ? [SEP] Bug-A-Salt 2.0 from Skell Inc.,0,6805
31,Will it keep cats from going through a door to the outside? [SEP] Tattle Tale Sonic Pet Training Alarm,0,9916
32,I received an invite to purchase this. If I decide that the product is not for me am I able to return it? What is the full return policy? [SEP] Echo Look | Hands-Free Camera and Style Assistant with Alexa-includes Style Check to get a second opinion on your outfit,0,16463
33,"I have a apartment will they ring the doorbell [SEP] 4Pcs Piggy Pig Family Doll Stuffed Toy 12"" DADDY MOMMY 8"" Children - Bundle/Bulk Buy",1,15545
34,Is this compatible with PlayStation 4 [SEP] Disney Infinity 3.0 Edition: Star Wars Darth Vader Figure,0,981
35,Are the buttons on the remote easy enough for small children to operate or do you recommend I buy an inexpensive One for All remote to go with it? [SEP] Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,0,9030
36,but she looks so happy using this product.  How is this possible? [SEP] Laminated Jumbo Wall Calendar,1,8963
37,How to fixed time? [SEP] Casio Men's MDV106-1AV 200M Duro Analog Watch Black,0,18947
38,Can saint joseph work from another country if i put him in a green plant with a prayer to my flat far from? [SEP] The Authentic St. Joseph Home Sale Practice,1,14336
39,have you tried it on a shark? we are sleeping at the aquarium next week and we need to fight off the sharks [SEP] Black Hand Tool For Fishing,1,5572
40,"is the pipe functional? [SEP] Wuu Jau Co L-117 Native American Peace Pipe Tomahawk Axe 18""",0,7804
41,Can I use this staff to summon Cthulhu and finally vanquish the Sun God Ra? [SEP] United Cutlery UC2926 Staff of Wizard Gandalf,1,5941
42,Could this be used for a Van Dyke? How adjustable is it? [SEP] Mens Goatee Shaving Template | Create a Perfectly Shaped Goatee Every Time | Adjustable | Reduces Shaving Time | Shape Van Dyke Goatee and Circle Beard by GoateeSaver (Version 1.1),0,2222
43,How many days do you use this for? We have tried 2 different ind of ttreatment for ick that hasnt worked. [SEP] Fritz Mardel - QuickCure Ich Treatment - 4oz,0,16797
44,Will this scope allow me to shoot unicorns and dragons.some reallly stupid questions on this forum. sorry i had to get that out. [SEP] Nikon P-223 3x32 M BDC Clamshell,1,13728
45,reviews for milkshake shampoo and conditioners [SEP] Milk Shake Leave in Conditioner 11.8 fl ounces,0,15926
46,Does this make womans suck me? [SEP] Pheromones For Men Pheromone Cologne Oil [Attract Women] - Bold Extra Strength Human Pheromones Formula by RawChemistry - 15mL Concentrate (Human Grade Pheromones to Attract Women),1,7682
47,"If I buy one of these will I get a supermodel wife and drive a Ferrari? [SEP] HemingWeigh Himalayan All Natural Crystal Salt Cooking Tile Himalayan Salt Block (10"" X 6"" X 2"")",1,2774
48,Where is the hat manufactured? [SEP] Make America Great Again Trump 2016 Unisex-adult Adjustable Hat Red,0,18431
49,I like that it has unicorn in its name but I don't like the snot part. Why did they call it that?! [SEP] Unicorn Snot Vegan and Cruelty Free Glitter Gel for Face Body and Hair in Holographic Gold,1,16635
50,Will it kill a zombie? or do I have to use my Japanese etched pinchenko balls? [SEP] Trumark Powerbands Heavy Pull,1,15554
51,"What happened to the other half of that child in the photo? [SEP] Pacific Play Tents Kids Space Module Astronaut Dome Tent 48"" x 48"" x 42""",1,18083
52,How big are they? [SEP] Peppa and George Giggle N' Wiggle Plush,0,13414
53,"What is the maximum weight limit? [SEP] WALIKI TOYS Hopper Ball For Adults Mr Jones (Hippity Hop Ball Hopping Ball Bouncy Ball With Handles Sit & Bounce Space Hopper Kangaroo Bouncer Jumping Ball Ages 16-101 29"" Plush Horse Pump)",0,16770
54,What is the high carbon steel content is it 1065 high carbon steeled not what is it? [SEP] Crusader Sword with Scabbard and Belt Full Functional Battle Ready Tempered Steel,0,7517
55,Is the African-American child included in the deal? [SEP] Melissa & Doug Jumbo Brown Teddy Bear,1,13842
56,"whats made better this or one of ka-bars i need this for an looming zombie invasion..seriously how strong is this? [SEP] Genuine Gurkha Aeof Kukri - 11"" Authentic British Gurkha Afghan Issue Khukuri - Handmade By Ex Gurkha Khukuri House in Nepal",1,1599
57,Is it new [SEP] Elf on the Shelf:A Christmas Tradition (brown-eyed girl scout elf),0,12278
58,Will this keep my mother-in-law away? [SEP] MUKER Ultrasonic Pest Repeller - 6 Pack Electronic Plug In Pest Control - Pest Reject for Mosquitoes Mice Ants Roaches Spiders Flies Bugs Lizards Non-toxic Eco-Friendly Human & Pet Safe,1,18406
59,Do adobe photoshop and illustrator cs7 run well and quickly with this desktop ? [SEP] Dell Optiplex 7010 Business Desktop Computer (Intel Quad Core i5 up to 3.6GHz Processor) 8GB DDR3 RAM 2TB HDD USB 3.0 DVD Windows 10 Professional (Certified Refurbished),0,16523
60,Where is this made [SEP] Giant Inflatable American Bald Eagle - Premium Patriotic Pool Floats Rafts & Swimming Pool Toys,0,805
61,Are these as sharp as Black Panther’s claws? [SEP] YTH Garden Gloves with Claws Great for Digging Weeding Seeding poking -Safe for Rose Pruning -Best Gardening Tool -Best Gift for Gardeners (Double Claw),1,16550
62,I really want to go to moscow to meet with putin but the plane is too much. but i have a parakeet how many can do i need to make him an airbus a380 [SEP] Uranium Ore,1,5857
63,I do not see mike tyson punchout or double dribble or rc pro am [SEP] 500 in 1 NES Super Games Multi Cart 72 Pin Transparent Green Limited Edition,1,10858
64,Does it comes with that girl shown in pictures ? [SEP] Bluetooth Headphones Lightweight AX8 V4.1 Wireless Sport Stereo In-Ear Noise Cancelling Sweatproof Headset with APT-X/Mic for iPhone 7 Samsung Galaxy S7 and Android Phones,1,11206
65,Is this the same formula as the original 1986 one ? [SEP] Klein UPC Obsession for Men-OR EMAIL for Any Other PERFUMES-100% Authentic & Original-No Exceptions 4.0 Gold,0,12225
66,Dose it come with any product care plans or guarantee? [SEP] Powerbeats 2 Wireless In-Ear Headphones (Black),0,11694
67,Will this sword hold in true battle? Need a good battle sword for the apocalypse..lol [SEP] Sw-312 B Handmade Damascus Steel 26.4 Inches Sword - Solid Rose Wood Handle with Damascus Steel Guard,1,15975
68,Will these protect me from a ninja? [SEP] Stainless Steel Wire Mesh Gloves by idoutdoor,1,13087
69,"is it squishy silicone and is it the 1st 4 pics or the last 1pic also can you ship in 1 day like get it here today before 5:00 [SEP] MOEDA 10"" African American Baby Black Doll Mini Reborn Baby Girl Doll Sleeping Babies",0,14001
70,man1:I bring the gift of gold.  man2:I bring the gift of frankincense. man3:I bring the gift of enriched uranium.  man2:*whispers* He's from Iran. [SEP] Uranium Ore,1,8912
71,Plastic or metal? Have read that plastic ones can leak. [SEP] Optimus H-6003 Portable Oil Filled Radiator Heater Mini 16 x 6 x 15 inches,0,14562
72,My husband want one of these to take hunting. They'll be riding thru cactus would he be better off with a smaller tire or the fat tire? [SEP] Addmotor Motan Electric Fat Tire 20Inch Bikes 500w 48v Snow Folding Bicycles Lithium Battery 4 Colors M-150 E-Bikes for Men,0,17684
73,"Would a mp grimlock be able to sit in the seat? [SEP] Game of Thrones: Iron Throne 7"" Replica",1,10488
74,Did someone try this with dermapen? [SEP] Clinical Resolution Non-oily Numb Master Topical Anesthetic Cream 1 oz.,0,17131
75,Hi there just wondering if i would be able to display the uranium sample on my shelf and how i would have to contain it. [SEP] Uranium Ore,1,4220
76,Is this a real thing or am I having a fever dream in which the cover of a Chuck Tingle book comes to life? [SEP] Giant Gummy Bears  Party Python 8 ft 26.9 lbs,1,16954
77,I want to turn into a giant cowboy that is a million billion feet tall with custom made sequined chaps that can whip people how many should I eat? [SEP] Uranium Ore,1,17147
78,Are you telling me that if one of these pens were dropped to the very depths of the ocean that a mermaid would be able to write notes down there??? [SEP] Fisher Space NonReflective Military Cap-O-Matic Space Pen Matte Black (SM4B),1,2932
79,Does it work with mac? [SEP] Inateck MS1001-US 1000 DPI Wired USB Optical Mouse with LED Breathing Light for Laptop and Computer- Black,0,11284
80,what is the size of the shipping box and weight?  thank you [SEP] Live Koi Fish - 50-Lot Assorted Standard A Grade Quality (3 -4 Inch) (50),0,14886
81,Does this come with a Friends  and Family discount? [SEP] Passion Lubes Natural Water-Based Lubricant 55 Gallon Drum,1,2638
82,is there actual human fetal remains in this? [SEP] Kuman Thong Necromancy Amulet Good Luck and Fortune Talisman Black Magic Pendant Ritual Remains With Amulet Necklace And Special Gift,1,1956
83,OMG......Can i sex with this thing? If can how many do I need? thx! [SEP] Uranium Ore,1,5977
84,is this ISIS endorsed? [SEP] Ergodyne N-Ferno 6823 Winter Balaclava Ski Mask Wind-Resistant Face Mask Thermal Fleece Black,1,16849
85,Will they work on Santa’s ride? [SEP] Coilovers Shock Strut Suspension for Subaru Impreza WRX 2002-2007 WRX STI 2004 Saab 9-2X Non Adjustable Damper Force,1,7215
86,Hi does this have a 3/16'' length setting? [SEP] Wahl Professional Cordless Designer Clipper #8591 - 90 Minute Run Time - Accessories Included,0,18241
87,Hi can someone advise me if the Pioneer BDP-88FD can be supplied with 220V-230V / 50 Hz or 60 Hz power supply. I noticed the BDP-88FD-K is with 220 V/ [SEP] Sound Bar Wired and Wireless Surround SoundBar Bluetooth Audio Speakers for TV 29.5-Inches 2.0 Channel Home Theatre Sound System with 50 Watts Speakers AUX/Optical/USB/BT Input Modes,0,17441
88,I have this small 1and half inch plastic with a small chip which got a ojoui  board on it half inch by 3/4 inch . What is it? [SEP] Ouija Board Game,0,13406
89,What is her inmate number? [SEP] Real Life Political Action Figure Hillary Clinton,1,13734
90,Would he sink if he was in a fish bowl? [SEP] Funko POP! Marvel: Dancing Groot Bobble Action Figure,0,11177
91,can you play on Xbox [SEP] Limited Edition Destiny 2 Ghost - Requires Alexa-Enabled Device,0,6949
92,Can I duplicate real money into more real money? [SEP] Royal Magic Money Maker - Royal,1,9874
93,Does it come with the baby? [SEP] Fisher-Price Soothe & Glow Seahorse Blue,1,16282
94,are the pockets deep? will i lose my cell/wallet seating in deep bucket seat? [SEP] YoungLA Gym Shorts for Men French Terry Cotton Workout Casual Athletic Basketball with Pockets 112,0,3383
95,would there be a shrek pillow pet in a size appropriate for a therr year old boy? [SEP] Pillow Pets Authentic DreamWorks Shrek Folding Plush Pillow- Large,0,8099
96,"Do u ship to Saudi Arabia plz say yes I wanted this since I say it and thx /fnaffanchica11 [SEP] Funko Five Nights at Freddy's Foxy Plush 6""",0,14666
97,Can you tell me the size of this ball? [SEP] SwimWays Star Wars Death Star Light-up Beach Ball,0,15989
98,If I am doing something & start to feel down can I ask Alexa to play some uplifting music? [SEP] Amazon Echo - Black (1st Generation),0,18412
99,Will it also heal my dry hurting soul? [SEP] Adamia Therapeutic Repair Lotion with Macadamia Nut Oil and Promega-7 16 Ounce,1,3907
100,What type of croc this is? [SEP] Schleich Crocodile Figurine Toy Figure,0,3578
101,Does the auto insurance box come with it? [SEP] Progressive Collection Flo Insurance Girl Costume One_Size,0,1628
102,Effective on carpenter bees? [SEP] Sourcing4U Limited The Executioner PRO Fly Swat Wasp Bug Mosquito Swatter Zapper,1,3626
103,How long is the the handle gaurd blade etc. [SEP] BladesUSA C-900G Two-Tone Excalibur Medieval Sword with Display Plaque 45-1/2-Inch Length,0,6870
104,"My wife and i never had issues (until we were married). she recently disappeared. Is ""The Ouija Made Me Do It"" a valid legal defense? [SEP] Winning Moves Games Classic Ouija",1,17593
105,is she broke [SEP] NPK collection Reborn Baby Doll Vinyl Silicone 22 inch 55 cm Babies Doll Lifelike express Toys Girl for Children Gift can take a shower all Vinyl Silicone Baby,1,12129
106,Can you use it as a healthy substitute for cheese? [SEP] Apple Watch Series 1 Sport 42mm Space Gray Aluminum Case with Black Sport Band,1,6834
107,Are these pants cool or warm? [SEP] Oalka Women Power Flex Yoga Pants Workout Running Leggings - All Colors,0,18396
108,Are you freaking kidding me?! $8 for this when it's not even half that in the store? Freaking scalpers. [SEP] Theo Chocolate Organic Milk Chocolate with Salted Almonds Bar 3 oz.,0,11309
109,Can I get one of these with the lady? She looks cute. Would that cost extra? How much is shipping on the lady? [SEP] Umbrella Mosquito Net Canopy Patio Table Set Screen House - Large Premium Netting,1,16795
110,Can I get a refund? I found Something in mine. [SEP] Nothing the gift of Nothing,0,15799
111,Is this karat gold? [SEP] Beyblade Burst Super Z Remodeling set COROCORO LIMITED,1,18411
112,Just this protect against laser blasters? [SEP] Star Wars B7097 Imperial Stormtrooper Electronic Voice Changer Helmet (Amazon Exclusive),1,4244
113,Will this work to power a submarine?  I need to know because the Nigerians I bought it for need it to rescue 37 children.  And you know gas prices. [SEP] Uranium Ore,1,18421
114,"What size should my husband get if he is 5'8"" 175lbs Athletic build what size for me in women [SEP] SleepytimePjs Family Matching Red Fleece Onesie Pjs Footed Pajamas for Family-Women (STM17-W-RED-MED)",0,12721
115,How does this compare to the BISSELL Spotbot Pet Handsfree Spot and Stain Cleaner 33N8A?  Does anyone have experience with both of these? Pros/Cons? [SEP] Bissell 3624 SpotClean Professional Portable Carpet Cleaner - Corded,0,16543
116,Geeez. $200 for a $15 mask. what the heck. all because of a video online. Isn't that called price hiking? what ever happened 2 customer satisfaction? [SEP] Star Wars Movie Roaring Chewbacca Wookiee Sounds Mask - Funny GRAAAAWR Noises Sound Effects Ages 5 and up,0,17778
117,Can this blade kill Superman? [SEP] CRKT Shrill Fixed Blade Knife with Sheath: Light Weight Double Edged Ti Nitride Finish Resin Infused Fiber Handle Leather Sheath with Boot Clip 2075,1,1024
118,"is there sherpa on this throw? [SEP] Chanasya Faux Fur Throw Blanket | Super Soft Fuzzy Light Weight Luxurious Cozy Warm Fluffy Plush Hypoallergenic Blanket for Bed Couch Chair Fall Winter Spring Living Room (50"" x 65"") - Ivory",1,5630
119,Will this attract women? [SEP] 15-17 YAMAHA FZ07: M4 Standard Slip-On Exhaust (Carbon Fiber),1,2995
120,Did you perhaps mean almost 8 feet long? 8 inches would be like a gummy dick. [SEP] Giant Gummy Bears  Party Python 8 ft 26.9 lbs,1,12166
121,"Does the monitor automatic turn off while baby moving? If so Can I set it up to stay on? [SEP] Infant Optics DXR-8 Pan/Tilt/Zoom 3.5"" Video Baby Monitor with Interchangeable Optical lens",0,14560
122,If the local Toys R Us runs out of play-doh is this a good replacement? [SEP] Uranium Ore,1,18806
123,If I record myself using this ladder will the video go viral? [SEP] Light Weight Multi-Purpose 12' Aluminum Ladder - 300 LB Capacity by Rrt,1,7546
124,is this the disc [SEP] Minecraft - Xbox One,0,12877
125,please advice voltage 110 or 220 volt [SEP] Projectables LED Plug-In Night Light (Disney/Pixar's Finding Nemo),0,3363
126,Will RestOn know if Iâm intimate with my partner? [SEP] Sleepace Reston Nonwearable Sleep Tracker System Professional Accurate Personal Sleep Monitor under Mattress,1,9455
127,can this product ensure me to go to valhalla? [SEP] Wilton 710-5521 Metallic Color Mist 1.5 oz Silver,1,18777
128,"If used against a wall how well does the back support stay ""up"" and how far into the room does it intrude? [SEP] Jaxx 7 ft Giant Bean Bag Sofa Charcoal",0,3576
129,"does this turn to the flesh of christ when eaten? [SEP] Cavanagh Altar Bread - 1 1/8"" White - 1000/Container",1,13634
130,Does this watch have a built in laser beam and will it enable intergalactic space travel? [SEP] Timex Men's T5E901 Ironman Classic 30 Gray/Black Resin Strap Watch,1,7945
131,"What does the babe in the camo bikini (one of the ""product"" pics) have to do with this saw? [SEP] Bekhic 50ft Ultra Slim 2.2mm OD Toslink Optical Digital Audio Cable (50' | 15.2m)",1,18690
132,How well can I garden in this? [SEP] Rasta Imposta Giraffe Costume Brown/Yellow One Size,1,16112
133,"Is there a time limit that this can remain unopened or will the oyster go bad at some point? [SEP] Pearlina Sterling Silver Heart Cage Locket Necklace Cultured Wish Pearl in Oyster Set 18""",0,10852
134,wtf is that? [SEP] ThinkGeek Steampunk-Styled Tesla Analog Watch Weathered-Brass Look on Metal Findings Plus Leather Strap,1,11315
135,are these marble size the ones that go on the dragon model [SEP] OLIA DESIGN OliaDesign Acrylic Dragon Ball Crystal Ball (7 Pieces),0,15557
136,How many rolls for that price? [SEP] getDigital Unicorn and Rainbow Toilet Paper Bathroom Tissue | Gift Box Included | 1 Roll with 200 Sheets | 3-ply,0,4071
137,Could you use it for climbing?  Will the head at the tip of the spike and handle support my body weight (220 pounds) if you swing from it? [SEP] M48 Kommando Survival Hammer Tactical Hiking Staff,0,11225
138,If I fill it up with salvaged organs and systems and whatnot then apply electricity will it come to life? [SEP] Giantex Life Size Human Anatomical Anatomy Skeleton Medical Model + Stand,1,14852
139,Is this stainless steel? [SEP] Jstyle Jewelry 8MM Titanium Rings for Men Wedding Engagement Rings Promise Size 8.5,0,5692
140,Are these shoes good for goosestepping? [SEP] Ivanka Trump Women's Livi Over The Over The Knee Boot,0,3420
141,Does it detect ancient aliens? [SEP] The Ghost Meter EMF Sensor,1,4693
142,When are you planning to remove this racist symbol from your product line? [SEP] Confederate Rebel Flag 3ft x 5ft Printed Polyester,1,3665
143,does it come with the person [SEP] Merax Carb-Certified Cat Tree Cat Tower House with Condo Scratching Post (Design-NO.2) Beige and Brown,1,5033
144,Is the money included? hahahha [SEP] YALUXE Women's Large Capacity Zipper-Around Leather Wristlet Wallet Fuschia Purple,1,10471
145,Can strem italian rai? [SEP] Fire TV Stick with Alexa Voice Remote streaming media player - Previous Generation,0,15781
146,Will this Furbacca interact with the new Furby connect? [SEP] Star Wars Furbacca,1,16675
147,Can i uses these to tie down a bike on my suv roof rack? [SEP] Heavy duty Ratchet Straps - Pro Set - 4 pack 15 ft 1760Lbs Boat ATV & Motorcycle Tie down straps BONUS  Soft loops - Cargo Straps for moving equipment kayak etc. Great Truck & Trailer Accessories,0,2476
148,Is the girl in the swimsuit included? [SEP] Bekhic 50ft Ultra Slim 2.2mm OD Toslink Optical Digital Audio Cable (50' | 15.2m),1,7045
149,mine stopped working the batteries are good but have a dull red light is it broke ? [SEP] GlowBowl 54564 A-00452-01 Motion Activated Toilet Nightlight,0,10931
150,Are the xray ones printed the same? Or is there a left and right foot? [SEP] Zmart Men's Crazy X-Ray Foot Fun Athletic Mismatch Sports Crew Cotton Socks Color: D2 9- 13,0,186
151,"I am trying to upload a photo from my phon but it doesn’t work. Can you please Explain how can I do that? [SEP] Custom Canvas Prints With Your Photos 40""x20"" - Customize With Your Own Picture and/or Text - 0.75"" Wooden Frame - Personalized Photo To Canvas Print Wall Art (Additional Sizes Available)",0,6709
152,Linking Google calendar [SEP] Amazon Echo - Black (1st Generation),0,11775
153,Im a big woman and im just wandering wat sling wud b the best to buy for me an my newborn any help wud b helpful plz [SEP] MoM-me Baby Wrap - Baby Carrier - 4 in 1 Multi-Use - Nursing Cover - Postpartum Belt - Baby Sling - Soft Infant Carrier - Perfect for Baby Showers - Neutral Grey for Girls and Boys,0,7787
154,Anyone hook this up on a late-model Dodge/Chrysler minivan?  How did you route the wiring? [SEP] Backup Camera and Monitor Kit for CarUniversal Wired Waterproof Rear-View License Plate Car Rear Backup Camera + 4.3 LCD Rear View Monitor (Camera and Monitor),0,7859
155,when  it makes  the fake  money  can  u use  it [SEP] Royal Magic Money Maker - Royal,1,15202
156,Can have remind you of tasks apointments and important dates like birthdays [SEP] Echo Dot (2nd Generation) - Smart speaker with Alexa - Black,0,9111
157,isn't this illegal? [SEP] Rock Ridge Magic Money Maker Magic Trick (Pack of 1),1,8326
158,I hate this ornament more than roaches stepping in dog crap and the stomach flu. What should I do? [SEP] Trump Make America Great Again Red Cap Collectible Ornament,1,2062
159,Can you summon shenron [SEP] DragonBall New Z Stars Crystal Glass Ball 7pcs with Gift Box Large 76MM in Diameter,1,5688
160,Is it battle ready? [SEP] Timber Wolf Full Tang Ninja Sword,1,1135
161,Can i trade just finn for Haley? [SEP] THE ORIGINALS #1 INSPIRED DELUXE CASE- WALKING DEAD TRUE BLOOD VAMPIRE DIARIES RESIDENT EVIL,1,7815
162,Does it come with the tree charm? One of the customer photos doesn't have one. Thx [SEP] Opalite Smooth Healing Pendulum. Good for Reiki and Crystal Healing.,0,13098
163,Is it made of real wood or plastic? [SEP] Wizarding World of Harry Potter Hermione Granger Interactive Wand,0,4922
164,Is the child included? [SEP] 6 Foot Life-Size Teddy Bear Cream Vanilla Color Smiling Face Giant Stuffed Animal Cozy Cuddles,1,11589
165,"Is she washable? [SEP] Aurora World Raggedy Ann Classic Doll 12""",0,48
166,If I'm hungry will it make me a sandwich? [SEP] Garmin vívosmart HR Activity Tracker Regular Fit - Black,1,13398
167,Will this blade make me Matt graham [SEP] Condor Tool & Knife Primitive Bush Knife 8in Blade Wood Handle with Sheath,1,12413
168,Will i be able to defend my planet from the death star with this? we're a peaceful planet and have no weapons. [SEP] Knife / Knife Set With Block Easy to Clean Star Wars X-Wing Knife Block SW00397 Set of 5,1,2792
169,"does it have a 11"" diaphragm clutch pattern [SEP] Sachs NFW1175 Clutch Flywheel",0,15763
170,Serious question is it legal to carry this and can I bring it into my school for ''Show & Tell'' [SEP] Uranium Ore,1,9852
171,I've had experience with another sleep mask where it marked the pillow quite. Does the mask mark/stain the pillow? [SEP] Nakital Bamboo Sleep Mask Contoured Eyemasks Eye Mask For Sleeping Silk Funny Night Slumber Masks Covers For Women Men Kids Girls Portable Blocks Light Comfortable Eyeshades Travel,0,15931
172,Can I leave this out in winter? [SEP] URPOWER IPX7 Waterproof Bluetooth Speakers Portable Wireless Bluetooth Speakers Sport Outdoor Speakers with 10W Enhanced Bass NFC Tech for iPhone iPad Samsung Nexus HTC and More,0,7090
173,will you please donate to recount effort - https://jillstein.nationbuilder.com/recount [SEP] Trump Make America Great Again Red Cap Collectible Ornament,0,5089
174,why would you charge that much for a dress!? [SEP] Rebecca Taylor Women's Meadow Ruffle Dress Pink Combo 0,0,7028
175,will it cut bent the other way [SEP] Hutzler 571 Banana Slicer,0,7778
176,If we tell our son it's installed could he disengage it without us knowing or would it alert us? [SEP] MasTrack MT-OBD Live GPS Vehicle Tracker with Engine Diagnostics,0,5957
177,what is the size of this doll? [SEP] Baby Born Blue Eyes Interactive Doll,0,3574
178,"Does ""certified"" mean ""certified organic?"" [SEP] Clementine Tree Orange Tree Certified 5 Seeds #3288 Item UPC#636134972915",0,7496
179,If the drive is reformatted for Mac use will the encryption software still work? [SEP] WD 2TB Silver My Passport Ultra Metal Edition Portable  External Hard Drive  - USB 3.0  - WDBEZW0020BSL-NESN,0,18009
180,how long is the glideware pantry? [SEP] Glideware Pantry Organizer with 7 Hooks,0,5644
181,Does it come with the white family in the photos or na? [SEP] Mellanni Bed Sheet Set - Brushed Microfiber 1800 Bedding - Wrinkle Fade Stain Resistant - Hypoallergenic - 4 Piece (Full Royal Blue),1,12235
182,With these can I be Batman? [SEP] Ultimate Arms Gear Tactical Khaki Tan Utility Pouch Cartridge Ammo Tool Heavy Duty Cotton Canvas Belt,1,13656
183,Does the grill masters essential barbecue recipe book come with these? thanks. [SEP] Xsplendor BBQ Meat Claws heat resistant silicone meat shredder set of 2 black,0,3498
184,"Can you Pair with if I get bt receiver? And any suggestions which one [SEP] Lithonia Lighting 6SL RD 07LM 27K 90CRI MW M6  6"" Dimmable LED Retrofit Module with Integrated Bluetooth Speaker 2700K|Warm White Matte White",0,1279
185,If I make a wish while it's unplugged will it come true? [SEP] Oster CKSTBRTW20 Expressbake Breadmaker 2-lb. Loaf Capacity 2 lb White,1,9817
186,"Are these haunted [SEP] Chucky 15"" Good Guys Talking Doll Standard",1,1478
187,Can the urb-e be ridden in a standing position? I thought I saw it ridden as such. [SEP] Made In USA Electric Folding Scooter - URB-E Black Label Edition,0,12334
188,Does anyone have the inside diameter of this tubing? [SEP] Replacement Tubing (1 Retail Pack of 2 tubes) for Medela Pump in Style and New Pump in Style Advanced Breast Pump - 100% BPA FREE (One Pack),0,12448
189,What is the range on this thermal?  Also what type of batteries does it take? [SEP] Seek Thermal Reveal Thermal Imager (240x320) Handheld,0,8539
